student_id,cohort,application_date,efc_dollars,need_index,eligible_flag
S201702676,2017,2017-03-07,5874,0.864,1
S201702677,2017,2017-03-15,10824,1.592,1
S201702678,2017,2017-04-18,10578,1.556,1
S201702679,2017,2017-04-25,0,0.1,1
S201702680,2017,2017-03-08,7305,1.074,1
S201702681,2017,2017-02-22,9837,1.447,1
S201702682,2017,2017-02-22,2117,0.311,1
S201702683,2017,2017-03-10,18823,2.768,1
S201702684,2017,2017-03-24,11767,1.73,1
S201702685,2017,2017-02-21,5740,0.844,1
S201702686,2017,2017-03-16,7216,1.061,1
S201702687,2017,2017-04-14,10060,1.479,1
S201702688,2017,2017-03-04,10311,1.516,1
S201702689,2017,2017-04-25,1687,0.248,1
S201702690,2017,2017-04-24,1831,0.269,1
S201702691,2017,2017-02-11,0,0.1,1
S201702692,2017,2017-02-15,3035,0.446,1
S201702693,2017,2017-04-03,442,0.1,1
S201702694,2017,2017-03-16,4226,0.621,1
S201702695,2017,2017-02-25,0,0.1,1
S201702696,2017,2017-03-10,2487,0.366,1
S201702697,2017,2017-04-24,0,0.1,1
S201702698,2017,2017-04-12,22864,3.362,0
S201702699,2017,2017-03-17,13203,1.942,1
S201702700,2017,2017-03-08,14059,2.068,1
S201702701,2017,2017-04-20,3708,0.545,1
S201702702,2017,2017-02-24,9176,1.349,1
S201702703,2017,2017-03-07,4425,0.651,1
S201702704,2017,2017-04-09,11151,1.64,1
S201702705,2017,2017-03-13,12003,1.765,1
S201702706,2017,2017-04-09,24995,3.676,0
S201702707,2017,2017-02-18,10139,1.491,1
S201702708,2017,2017-02-02,8243,1.212,1
S201702709,2017,2017-02-04,13264,1.951,1
S201702710,2017,2017-04-07,4970,0.731,1
S201702711,2017,2017-02-12,633,0.1,1
S201702712,2017,2017-03-23,0,0.1,1
S201702713,2017,2017-02-09,24212,3.561,0
S201702714,2017,2017-04-24,17315,2.546,1
S201702715,2017,2017-02-13,12042,1.771,1
S201702716,2017,2017-02-08,0,0.1,1
S201702717,2017,2017-02-01,0,0.1,1
S201702718,2017,2017-04-17,1817,0.267,1
S201702719,2017,2017-02-16,22503,3.309,0
S201702720,2017,2017-04-15,4998,0.735,1
S201702721,2017,2017-04-24,8644,1.271,1
S201702722,2017,2017-02-17,7511,1.105,1
S201702723,2017,2017-02-01,4358,0.641,1
S201702724,2017,2017-03-05,10852,1.596,1
S201702725,2017,2017-02-11,0,0.1,1
S201702726,2017,2017-03-02,15802,2.324,1
S201702727,2017,2017-02-11,5444,0.801,1
S201702728,2017,2017-02-24,2962,0.436,1
S201702729,2017,2017-02-08,18848,2.772,1
S201702730,2017,2017-04-24,1775,0.261,1
S201702731,2017,2017-03-10,13077,1.923,1
S201702732,2017,2017-03-19,11272,1.658,1
S201702733,2017,2017-03-24,5353,0.787,1
S201702734,2017,2017-03-02,17311,2.546,1
S201702735,2017,2017-03-01,10523,1.548,1
S201702736,2017,2017-03-02,1505,0.221,1
S201702737,2017,2017-04-09,0,0.1,1
S201702738,2017,2017-04-26,14904,2.192,1
S201702739,2017,2017-04-09,14405,2.118,1
S201702740,2017,2017-03-20,5349,0.787,1
S201702741,2017,2017-02-14,0,0.1,1
S201702742,2017,2017-04-18,23804,3.501,0
S201702743,2017,2017-03-21,8099,1.191,1
S201702744,2017,2017-02-26,11097,1.632,1
S201702745,2017,2017-04-19,10566,1.554,1
S201702746,2017,2017-04-10,11544,1.698,1
S201702747,2017,2017-02-05,9154,1.346,1
S201702748,2017,2017-02-26,17940,2.638,1
S201702749,2017,2017-04-23,6026,0.886,1
S201702750,2017,2017-04-20,6078,0.894,1
S201702751,2017,2017-02-04,0,0.1,1
S201702752,2017,2017-03-18,7412,1.09,1
S201702753,2017,2017-02-15,12839,1.888,1
S201702754,2017,2017-03-08,5000,0.735,1
S201702755,2017,2017-03-27,2539,0.373,1
S201702756,2017,2017-04-07,6526,0.96,1
S201702757,2017,2017-04-19,4964,0.73,1
S201702758,2017,2017-03-26,10653,1.567,1
S201702759,2017,2017-02-20,4730,0.696,1
S201702760,2017,2017-04-08,17313,2.546,1
S201702761,2017,2017-04-07,8562,1.259,1
S201702762,2017,2017-02-01,6101,0.897,1
S201702763,2017,2017-03-03,11290,1.66,1
S201702764,2017,2017-03-07,11439,1.682,1
S201702765,2017,2017-03-20,4737,0.697,1
S201702766,2017,2017-02-16,20285,2.983,1
S201702767,2017,2017-04-06,4186,0.616,1
S201702768,2017,2017-02-02,0,0.1,1
S201702769,2017,2017-02-09,0,0.1,1
S201702770,2017,2017-02-23,19583,2.88,1
S201702771,2017,2017-03-20,20191,2.969,1
S201702772,2017,2017-03-03,6490,0.954,1
S201702773,2017,2017-02-10,14061,2.068,1
S201702774,2017,2017-03-15,12354,1.817,1
S201702775,2017,2017-03-02,16671,2.452,1
S201702776,2017,2017-04-08,12032,1.769,1
S201702777,2017,2017-02-23,17250,2.537,1
S201702778,2017,2017-03-14,18804,2.765,1
S201702779,2017,2017-04-19,5889,0.866,1
S201702780,2017,2017-02-20,7310,1.075,1
S201702781,2017,2017-02-03,4069,0.598,1
S201702782,2017,2017-04-04,17528,2.578,1
S201702783,2017,2017-03-20,11357,1.67,1
S201702784,2017,2017-03-02,18695,2.749,1
S201702785,2017,2017-03-22,4352,0.64,1
S201702786,2017,2017-03-22,4955,0.729,1
S201702787,2017,2017-03-14,2765,0.407,1
S201702788,2017,2017-03-15,0,0.1,1
S201702789,2017,2017-04-23,19118,2.811,1
S201702790,2017,2017-04-12,2011,0.296,1
S201702791,2017,2017-03-16,9017,1.326,1
S201702792,2017,2017-02-06,4782,0.703,1
S201702793,2017,2017-02-05,8034,1.181,1
S201702794,2017,2017-03-02,18178,2.673,1
S201702795,2017,2017-03-26,2850,0.419,1
S201702796,2017,2017-02-18,19934,2.931,1
S201702797,2017,2017-04-25,9212,1.355,1
S201702798,2017,2017-04-25,1739,0.256,1
S201702799,2017,2017-02-21,6700,0.985,1
S201702800,2017,2017-02-15,3691,0.543,1
S201702801,2017,2017-04-18,8279,1.218,1
S201702802,2017,2017-04-22,8083,1.189,1
S201702803,2017,2017-02-11,13851,2.037,1
S201702804,2017,2017-04-06,4218,0.62,1
S201702805,2017,2017-04-13,16490,2.425,1
S201702806,2017,2017-04-13,7307,1.075,1
S201702807,2017,2017-03-08,14835,2.182,1
S201702808,2017,2017-03-23,13079,1.923,1
S201702809,2017,2017-04-12,0,0.1,1
S201702810,2017,2017-04-21,5541,0.815,1
S201702811,2017,2017-03-05,2634,0.387,1
S201702812,2017,2017-02-14,13914,2.046,1
S201702813,2017,2017-03-27,10082,1.483,1
S201702814,2017,2017-04-05,12227,1.798,1
S201702815,2017,2017-03-25,3571,0.525,1
S201702816,2017,2017-02-09,15668,2.304,1
S201702817,2017,2017-03-02,6550,0.963,1
S201702818,2017,2017-03-15,6308,0.928,1
S201702819,2017,2017-03-15,18290,2.69,1
S201702820,2017,2017-04-20,6726,0.989,1
S201702821,2017,2017-04-02,11584,1.704,1
S201702822,2017,2017-04-03,12554,1.846,1
S201702823,2017,2017-02-04,12384,1.821,1
S201702824,2017,2017-03-15,16636,2.446,1
S201702825,2017,2017-03-07,4042,0.594,1
S201702826,2017,2017-04-25,7885,1.16,1
S201702827,2017,2017-03-08,19424,2.856,1
S201702828,2017,2017-03-23,0,0.1,1
S201702829,2017,2017-04-12,17520,2.576,1
S201702830,2017,2017-02-14,7351,1.081,1
S201702831,2017,2017-04-06,16045,2.36,1
S201702832,2017,2017-03-05,18575,2.732,1
S201702833,2017,2017-04-06,14254,2.096,1
S201702834,2017,2017-02-19,3692,0.543,1
S201702835,2017,2017-02-08,6893,1.014,1
S201702836,2017,2017-02-22,11513,1.693,1
S201702837,2017,2017-02-10,5501,0.809,1
S201702838,2017,2017-02-12,14880,2.188,1
S201702839,2017,2017-04-24,11049,1.625,1
S201702840,2017,2017-04-20,6668,0.981,1
S201702841,2017,2017-03-06,9268,1.363,1
S201702842,2017,2017-02-01,23074,3.393,0
S201702843,2017,2017-03-21,0,0.1,1
S201702844,2017,2017-03-13,4348,0.639,1
S201702845,2017,2017-03-10,10087,1.483,1
S201702846,2017,2017-02-04,13596,1.999,1
S201702847,2017,2017-03-17,8882,1.306,1
S201702848,2017,2017-03-08,151,0.1,1
S201702849,2017,2017-02-15,19248,2.831,1
S201702850,2017,2017-03-12,336,0.1,1
S201702851,2017,2017-02-25,5320,0.782,1
S201702852,2017,2017-03-08,13130,1.931,1
S201702853,2017,2017-04-16,18841,2.771,1
S201702854,2017,2017-04-05,4406,0.648,1
S201702855,2017,2017-03-09,8393,1.234,1
S201702856,2017,2017-04-06,0,0.1,1
S201702857,2017,2017-04-24,24334,3.579,0
S201702858,2017,2017-03-08,4509,0.663,1
S201702859,2017,2017-03-27,9597,1.411,1
S201702860,2017,2017-02-19,8070,1.187,1
S201702861,2017,2017-02-09,4562,0.671,1
S201702862,2017,2017-02-27,23052,3.39,0
S201702863,2017,2017-04-01,3116,0.458,1
S201702864,2017,2017-03-04,19072,2.805,1
S201702865,2017,2017-02-09,11037,1.623,1
S201702866,2017,2017-04-02,13150,1.934,1
S201702867,2017,2017-03-25,4047,0.595,1
S201702868,2017,2017-03-11,15206,2.236,1
S201702869,2017,2017-04-07,0,0.1,1
S201702870,2017,2017-04-27,16166,2.377,1
S201702871,2017,2017-04-16,16614,2.443,1
S201702872,2017,2017-02-25,7465,1.098,1
S201702873,2017,2017-03-11,170,0.1,1
S201702874,2017,2017-02-07,2528,0.372,1
S201702875,2017,2017-03-23,3400,0.5,1
S201702876,2017,2017-04-15,16820,2.474,1
S201702877,2017,2017-02-19,9247,1.36,1
S201702878,2017,2017-02-01,3584,0.527,1
S201702879,2017,2017-03-11,22108,3.251,0
S201702880,2017,2017-04-24,11818,1.738,1
S201702881,2017,2017-04-23,12618,1.856,1
S201702882,2017,2017-02-21,2251,0.331,1
S201702883,2017,2017-03-10,4224,0.621,1
S201702884,2017,2017-03-25,13000,1.912,1
S201702885,2017,2017-04-26,2945,0.433,1
S201702886,2017,2017-03-12,7294,1.073,1
S201702887,2017,2017-03-05,9875,1.452,1
S201702888,2017,2017-04-08,13038,1.917,1
S201702889,2017,2017-02-21,14267,2.098,1
S201702890,2017,2017-03-09,3908,0.575,1
S201702891,2017,2017-03-03,0,0.1,1
S201702892,2017,2017-02-27,3414,0.502,1
S201702893,2017,2017-04-13,0,0.1,1
S201702894,2017,2017-02-27,13543,1.992,1
S201702895,2017,2017-03-24,8656,1.273,1
S201702896,2017,2017-02-08,9403,1.383,1
S201702897,2017,2017-04-23,3834,0.564,1
S201702898,2017,2017-02-24,7840,1.153,1
S201702899,2017,2017-03-24,0,0.1,1
S201702900,2017,2017-02-25,6622,0.974,1
S201702901,2017,2017-03-17,12209,1.795,1
S201702902,2017,2017-02-09,241,0.1,1
S201702903,2017,2017-04-27,18762,2.759,1
S201702904,2017,2017-03-16,15282,2.247,1
S201702905,2017,2017-02-23,23523,3.459,0
S201702906,2017,2017-03-15,0,0.1,1
S201702907,2017,2017-03-23,17914,2.634,1
S201702908,2017,2017-04-10,0,0.1,1
S201702909,2017,2017-04-13,19255,2.832,1
S201702910,2017,2017-03-12,7879,1.159,1
S201702911,2017,2017-03-24,4904,0.721,1
S201702912,2017,2017-02-20,14497,2.132,1
S201702913,2017,2017-02-06,5021,0.738,1
S201702914,2017,2017-04-13,14196,2.088,1
S201702915,2017,2017-02-16,8422,1.239,1
S201702916,2017,2017-04-01,11920,1.753,1
S201702917,2017,2017-04-26,4089,0.601,1
S201702918,2017,2017-02-04,0,0.1,1
S201702919,2017,2017-04-09,8691,1.278,1
S201702920,2017,2017-03-02,2808,0.413,1
S201702921,2017,2017-02-27,17344,2.551,1
S201702922,2017,2017-02-14,6938,1.02,1
S201702923,2017,2017-02-25,12036,1.77,1
S201702924,2017,2017-04-22,0,0.1,1
S201702925,2017,2017-03-19,9395,1.382,1
S201702926,2017,2017-04-05,6499,0.956,1
S201702927,2017,2017-02-13,4212,0.619,1
S201702928,2017,2017-03-09,20361,2.994,1
S201702929,2017,2017-03-18,3623,0.533,1
S201702930,2017,2017-04-10,3532,0.519,1
S201702931,2017,2017-02-19,3424,0.504,1
S201702932,2017,2017-04-27,1424,0.209,1
S201702933,2017,2017-03-08,8859,1.303,1
S201702934,2017,2017-03-08,30870,4.54,0
S201702935,2017,2017-04-26,7187,1.057,1
S201702936,2017,2017-02-02,0,0.1,1
S201702937,2017,2017-04-04,6307,0.928,1
S201702938,2017,2017-03-19,4935,0.726,1
S201702939,2017,2017-04-24,3430,0.504,1
S201702940,2017,2017-04-10,16909,2.487,1
S201702941,2017,2017-03-10,13144,1.933,1
S201702942,2017,2017-02-05,13197,1.941,1
S201702943,2017,2017-04-13,12904,1.898,1
S201702944,2017,2017-02-21,3346,0.492,1
S201702945,2017,2017-03-22,18558,2.729,1
S201702946,2017,2017-02-21,0,0.1,1
S201702947,2017,2017-03-07,0,0.1,1
S201702948,2017,2017-02-12,2032,0.299,1
S201702949,2017,2017-04-13,3903,0.574,1
S201702950,2017,2017-04-11,4950,0.728,1
S201702951,2017,2017-03-07,0,0.1,1
S201702952,2017,2017-02-23,3908,0.575,1
S201702953,2017,2017-02-14,11607,1.707,1
S201702954,2017,2017-04-24,0,0.1,1
S201702955,2017,2017-02-03,11261,1.656,1
S201702956,2017,2017-04-14,20567,3.025,0
S201702957,2017,2017-03-05,14866,2.186,1
S201702958,2017,2017-03-03,0,0.1,1
S201702959,2017,2017-02-20,1342,0.197,1
S201702960,2017,2017-02-26,4270,0.628,1
S201702961,2017,2017-03-25,7743,1.139,1
S201702962,2017,2017-02-15,26916,3.958,0
S201702963,2017,2017-02-20,2499,0.368,1
S201702964,2017,2017-02-20,13716,2.017,1
S201702965,2017,2017-04-11,11273,1.658,1
S201702966,2017,2017-02-23,637,0.1,1
S201702967,2017,2017-02-25,16223,2.386,1
S201702968,2017,2017-03-27,7845,1.154,1
S201702969,2017,2017-02-04,13601,2.0,1
S201702970,2017,2017-04-06,24892,3.661,0
S201702971,2017,2017-02-11,0,0.1,1
S201702972,2017,2017-03-25,25540,3.756,0
S201702973,2017,2017-02-17,0,0.1,1
S201702974,2017,2017-04-04,22446,3.301,0
S201702975,2017,2017-02-12,8198,1.206,1
S201702976,2017,2017-02-20,3399,0.5,1
S201702977,2017,2017-03-16,5259,0.773,1
S201702978,2017,2017-04-22,18907,2.78,1
S201702979,2017,2017-03-06,17836,2.623,1
S201702980,2017,2017-04-05,6327,0.93,1
S201702981,2017,2017-02-02,18125,2.665,1
S201702982,2017,2017-02-27,15005,2.207,1
S201702983,2017,2017-03-25,16193,2.381,1
S201702984,2017,2017-02-03,24250,3.566,0
S201702985,2017,2017-03-11,18073,2.658,1
S201702986,2017,2017-04-26,13007,1.913,1
S201702987,2017,2017-03-19,0,0.1,1
S201702988,2017,2017-02-04,726,0.107,1
S201702989,2017,2017-03-03,12079,1.776,1
S201702990,2017,2017-04-26,0,0.1,1
S201702991,2017,2017-03-23,20368,2.995,1
S201702992,2017,2017-04-19,12662,1.862,1
S201702993,2017,2017-04-19,8315,1.223,1
S201702994,2017,2017-03-07,21573,3.172,0
S201702995,2017,2017-04-01,2371,0.349,1
S201702996,2017,2017-04-03,17107,2.516,1
S201702997,2017,2017-04-07,22564,3.318,0
S201702998,2017,2017-02-20,16449,2.419,1
S201702999,2017,2017-04-26,8483,1.248,1
S201703000,2017,2017-03-23,22260,3.274,0
S201703001,2017,2017-04-16,0,0.1,1
S201703002,2017,2017-02-27,8488,1.248,1
S201703003,2017,2017-04-11,17412,2.561,1
S201703004,2017,2017-04-01,16153,2.375,1
S201703005,2017,2017-03-07,7000,1.029,1
S201703006,2017,2017-03-01,17781,2.615,1
S201703007,2017,2017-04-15,4587,0.675,1
S201703008,2017,2017-02-08,16433,2.417,1
S201703009,2017,2017-03-23,19798,2.911,1
S201703010,2017,2017-02-17,19125,2.812,1
S201703011,2017,2017-04-06,0,0.1,1
S201703012,2017,2017-02-10,3815,0.561,1
S201703013,2017,2017-03-20,13520,1.988,1
S201703014,2017,2017-04-03,7931,1.166,1
S201703015,2017,2017-02-07,9143,1.345,1
S201703016,2017,2017-03-18,15749,2.316,1
S201703017,2017,2017-03-10,2746,0.404,1
S201703018,2017,2017-03-24,9774,1.437,1
S201703019,2017,2017-03-22,5604,0.824,1
S201703020,2017,2017-04-08,7602,1.118,1
S201703021,2017,2017-02-12,1778,0.261,1
S201703022,2017,2017-03-08,16861,2.48,1
S201703023,2017,2017-02-11,3232,0.475,1
S201703024,2017,2017-04-08,10511,1.546,1
S201703025,2017,2017-02-10,87,0.1,1
S201703026,2017,2017-04-08,1362,0.2,1
S201703027,2017,2017-02-24,11866,1.745,1
S201703028,2017,2017-02-12,7993,1.175,1
S201703029,2017,2017-02-19,7183,1.056,1
S201703030,2017,2017-04-06,11177,1.644,1
S201703031,2017,2017-03-18,13135,1.932,1
S201703032,2017,2017-04-10,23975,3.526,0
S201703033,2017,2017-03-17,3335,0.49,1
S201703034,2017,2017-02-13,13556,1.994,1
S201703035,2017,2017-04-15,11229,1.651,1
S201703036,2017,2017-03-14,14016,2.061,1
S201703037,2017,2017-03-09,6262,0.921,1
S201703038,2017,2017-04-25,14386,2.116,1
S201703039,2017,2017-02-11,1610,0.237,1
S201703040,2017,2017-04-25,10998,1.617,1
S201703041,2017,2017-03-06,10300,1.515,1
S201703042,2017,2017-02-21,10845,1.595,1
S201703043,2017,2017-03-17,11075,1.629,1
S201703044,2017,2017-04-17,3320,0.488,1
S201703045,2017,2017-04-21,13747,2.022,1
S201703046,2017,2017-03-21,0,0.1,1
S201703047,2017,2017-04-09,12727,1.872,1
S201703048,2017,2017-02-22,22474,3.305,0
S201703049,2017,2017-04-16,25792,3.793,0
S201703050,2017,2017-03-25,1528,0.225,1
S201703051,2017,2017-03-09,11266,1.657,1
S201703052,2017,2017-02-09,7007,1.03,1
S201703053,2017,2017-02-02,16065,2.362,1
S201703054,2017,2017-02-15,18884,2.777,1
S201703055,2017,2017-02-04,0,0.1,1
S201703056,2017,2017-02-26,11391,1.675,1
S201703057,2017,2017-02-26,7590,1.116,1
S201703058,2017,2017-04-04,12038,1.77,1
S201703059,2017,2017-04-10,9112,1.34,1
S201703060,2017,2017-02-03,12918,1.9,1
S201800001,2018,2018-04-22,18293,2.69,1
S201800002,2018,2018-03-20,8635,1.27,1
S201800003,2018,2018-04-25,0,0.1,1
S201800004,2018,2018-03-21,1649,0.242,1
S201800005,2018,2018-02-22,35288,5.189,0
S201800006,2018,2018-03-01,8077,1.188,1
S201800007,2018,2018-02-22,4881,0.718,1
S201800008,2018,2018-02-13,11816,1.738,1
S201800009,2018,2018-03-05,11461,1.685,1
S201800010,2018,2018-04-25,1627,0.239,1
S201800011,2018,2018-03-27,17969,2.642,1
S201800012,2018,2018-03-03,14012,2.061,1
S201800013,2018,2018-03-16,0,0.1,1
S201800014,2018,2018-03-16,8168,1.201,1
S201800015,2018,2018-02-23,7087,1.042,1
S201800016,2018,2018-03-11,2825,0.415,1
S201800017,2018,2018-04-27,6504,0.956,1
S201800018,2018,2018-03-26,5839,0.859,1
S201800019,2018,2018-04-03,11727,1.725,1
S201800020,2018,2018-03-17,6844,1.006,1
S201800021,2018,2018-03-04,13169,1.937,1
S201800022,2018,2018-04-02,19589,2.881,1
S201800023,2018,2018-03-23,11194,1.646,1
S201800024,2018,2018-04-16,330,0.1,1
S201800025,2018,2018-03-10,14302,2.103,1
S201800026,2018,2018-03-27,7544,1.109,1
S201800027,2018,2018-03-02,6770,0.996,1
S201800028,2018,2018-02-11,13653,2.008,1
S201800029,2018,2018-02-14,0,0.1,1
S201800030,2018,2018-04-25,0,0.1,1
S201800031,2018,2018-03-13,14843,2.183,1
S201800032,2018,2018-02-13,4243,0.624,1
S201800033,2018,2018-03-05,12756,1.876,1
S201800034,2018,2018-02-25,10457,1.538,1
S201800035,2018,2018-04-23,11603,1.706,1
S201800036,2018,2018-02-07,12977,1.908,1
S201800037,2018,2018-04-03,11648,1.713,1
S201800038,2018,2018-04-03,7136,1.049,1
S201800039,2018,2018-03-05,18133,2.667,1
S201800040,2018,2018-03-09,10984,1.615,1
S201800041,2018,2018-02-12,11679,1.718,1
S201800042,2018,2018-04-24,10228,1.504,1
S201800043,2018,2018-04-23,9947,1.463,1
S201800044,2018,2018-03-20,11106,1.633,1
S201800045,2018,2018-02-25,15460,2.274,1
S201800046,2018,2018-04-15,11321,1.665,1
S201800047,2018,2018-03-12,8951,1.316,1
S201800048,2018,2018-03-22,10704,1.574,1
S201800049,2018,2018-04-25,16780,2.468,1
S201800050,2018,2018-02-25,2551,0.375,1
S201800051,2018,2018-03-17,4321,0.635,1
S201800052,2018,2018-02-09,9278,1.364,1
S201800053,2018,2018-02-19,20457,3.008,0
S201800054,2018,2018-03-20,4711,0.693,1
S201800055,2018,2018-02-02,2656,0.391,1
S201800056,2018,2018-04-24,15816,2.326,1
S201800057,2018,2018-04-08,6578,0.967,1
S201800058,2018,2018-04-03,13680,2.012,1
S201800059,2018,2018-04-15,11467,1.686,1
S201800060,2018,2018-02-18,19014,2.796,1
S201800061,2018,2018-04-13,292,0.1,1
S201800062,2018,2018-04-08,9060,1.332,1
S201800063,2018,2018-03-27,13748,2.022,1
S201800064,2018,2018-03-24,10242,1.506,1
S201800065,2018,2018-04-25,0,0.1,1
S201800066,2018,2018-04-08,5554,0.817,1
S201800067,2018,2018-04-02,8451,1.243,1
S201800068,2018,2018-03-16,1391,0.205,1
S201800069,2018,2018-03-24,0,0.1,1
S201800070,2018,2018-03-20,8878,1.306,1
S201800071,2018,2018-03-07,0,0.1,1
S201800072,2018,2018-02-05,3697,0.544,1
S201800073,2018,2018-03-20,7699,1.132,1
S201800074,2018,2018-03-18,15003,2.206,1
S201800075,2018,2018-03-06,6444,0.948,1
S201800076,2018,2018-02-18,3711,0.546,1
S201800077,2018,2018-03-06,8180,1.203,1
S201800078,2018,2018-02-01,14428,2.122,1
S201800079,2018,2018-02-26,12770,1.878,1
S201800080,2018,2018-03-17,9215,1.355,1
S201800081,2018,2018-02-13,7038,1.035,1
S201800082,2018,2018-02-20,15402,2.265,1
S201800083,2018,2018-04-12,0,0.1,1
S201800084,2018,2018-03-17,250,0.1,1
S201800085,2018,2018-03-22,9457,1.391,1
S201800086,2018,2018-03-09,16126,2.371,1
S201800087,2018,2018-04-12,19233,2.828,1
S201800088,2018,2018-04-23,1423,0.209,1
S201800089,2018,2018-04-15,3072,0.452,1
S201800090,2018,2018-03-13,12792,1.881,1
S201800091,2018,2018-03-05,16480,2.424,1
S201800092,2018,2018-02-13,8180,1.203,1
S201800093,2018,2018-03-21,19571,2.878,1
S201800094,2018,2018-04-26,11230,1.651,1
S201800095,2018,2018-02-13,11110,1.634,1
S201800096,2018,2018-04-04,0,0.1,1
S201800097,2018,2018-02-03,16841,2.477,1
S201800098,2018,2018-02-16,10256,1.508,1
S201800099,2018,2018-03-15,615,0.1,1
S201800100,2018,2018-04-11,6034,0.887,1
S201800101,2018,2018-02-25,16250,2.39,1
S201800102,2018,2018-03-19,12700,1.868,1
S201800103,2018,2018-04-16,16006,2.354,1
S201800104,2018,2018-03-04,0,0.1,1
S201800105,2018,2018-04-21,4642,0.683,1
S201800106,2018,2018-03-01,29040,4.271,0
S201800107,2018,2018-02-15,8026,1.18,1
S201800108,2018,2018-02-19,3370,0.496,1
S201800109,2018,2018-03-21,9060,1.332,1
S201800110,2018,2018-03-18,20111,2.958,1
S201800111,2018,2018-04-16,16533,2.431,1
S201800112,2018,2018-02-13,17759,2.612,1
S201800113,2018,2018-03-15,0,0.1,1
S201800114,2018,2018-02-26,0,0.1,1
S201800115,2018,2018-04-08,9996,1.47,1
S201800116,2018,2018-03-02,19785,2.91,1
S201800117,2018,2018-02-25,26474,3.893,0
S201800118,2018,2018-03-08,18808,2.766,1
S201800119,2018,2018-04-21,18794,2.764,1
S201800120,2018,2018-03-02,3580,0.526,1
S201800121,2018,2018-03-21,15556,2.288,1
S201800122,2018,2018-03-01,5219,0.768,1
S201800123,2018,2018-02-18,19508,2.869,1
S201800124,2018,2018-03-17,4514,0.664,1
S201800125,2018,2018-03-05,6266,0.921,1
S201800126,2018,2018-02-26,13666,2.01,1
S201800127,2018,2018-04-09,6181,0.909,1
S201800128,2018,2018-02-12,11114,1.634,1
S201800129,2018,2018-04-24,21640,3.182,0
S201800130,2018,2018-03-26,19238,2.829,1
S201800131,2018,2018-03-22,15500,2.279,1
S201800132,2018,2018-03-19,28560,4.2,0
S201800133,2018,2018-03-25,16025,2.357,1
S201800134,2018,2018-02-09,28569,4.201,0
S201800135,2018,2018-03-10,0,0.1,1
S201800136,2018,2018-04-16,16014,2.355,1
S201800137,2018,2018-02-23,2749,0.404,1
S201800138,2018,2018-03-10,9680,1.424,1
S201800139,2018,2018-03-05,10707,1.575,1
S201800140,2018,2018-02-15,6576,0.967,1
S201800141,2018,2018-02-03,6206,0.913,1
S201800142,2018,2018-03-16,23550,3.463,0
S201800143,2018,2018-03-03,3771,0.555,1
S201800144,2018,2018-03-16,13323,1.959,1
S201800145,2018,2018-04-12,4068,0.598,1
S201800146,2018,2018-04-05,2926,0.43,1
S201800147,2018,2018-03-03,5189,0.763,1
S201800148,2018,2018-03-25,0,0.1,1
S201800149,2018,2018-04-01,5714,0.84,1
S201800150,2018,2018-03-09,13357,1.964,1
S201800151,2018,2018-04-20,4392,0.646,1
S201800152,2018,2018-02-14,0,0.1,1
S201800153,2018,2018-02-21,9234,1.358,1
S201800154,2018,2018-03-24,12587,1.851,1
S201800155,2018,2018-04-02,9986,1.469,1
S201800156,2018,2018-02-16,17888,2.631,1
S201800157,2018,2018-04-24,27832,4.093,0
S201800158,2018,2018-04-11,11507,1.692,1
S201800159,2018,2018-04-25,9879,1.453,1
S201800160,2018,2018-04-14,6238,0.917,1
S201800161,2018,2018-04-02,7381,1.085,1
S201800162,2018,2018-02-27,5806,0.854,1
S201800163,2018,2018-04-25,25661,3.774,0
S201800164,2018,2018-04-03,12114,1.781,1
S201800165,2018,2018-02-26,0,0.1,1
S201800166,2018,2018-04-22,7352,1.081,1
S201800167,2018,2018-04-11,4731,0.696,1
S201800168,2018,2018-02-18,6419,0.944,1
S201800169,2018,2018-04-21,4437,0.652,1
S201800170,2018,2018-04-23,9578,1.409,1
S201800171,2018,2018-04-12,13715,2.017,1
S201800172,2018,2018-02-23,3644,0.536,1
S201800173,2018,2018-02-27,13437,1.976,1
S201800174,2018,2018-04-17,7800,1.147,1
S201800175,2018,2018-03-03,14450,2.125,1
S201800176,2018,2018-03-10,4951,0.728,1
S201800177,2018,2018-02-04,20558,3.023,0
S201800178,2018,2018-02-17,3739,0.55,1
S201800179,2018,2018-04-06,0,0.1,1
S201800180,2018,2018-03-21,13917,2.047,1
S201800181,2018,2018-02-09,4441,0.653,1
S201800182,2018,2018-03-02,12965,1.907,1
S201800183,2018,2018-04-16,11599,1.706,1
S201800184,2018,2018-04-15,1806,0.266,1
S201800185,2018,2018-04-10,13192,1.94,1
S201800186,2018,2018-03-05,13522,1.989,1
S201800187,2018,2018-02-04,14657,2.155,1
S201800188,2018,2018-02-08,0,0.1,1
S201800189,2018,2018-03-22,9722,1.43,1
S201800190,2018,2018-04-24,5782,0.85,1
S201800191,2018,2018-02-03,14137,2.079,1
S201800192,2018,2018-03-20,8567,1.26,1
S201800193,2018,2018-04-20,9089,1.337,1
S201800194,2018,2018-03-02,0,0.1,1
S201800195,2018,2018-04-11,13986,2.057,1
S201800196,2018,2018-04-18,12800,1.882,1
S201800197,2018,2018-04-15,19581,2.88,1
S201800198,2018,2018-02-14,12765,1.877,1
S201800199,2018,2018-02-26,10796,1.588,1
S201800200,2018,2018-02-12,9997,1.47,1
