student_id,hs_gpa_unweighted,hs_gpa_weighted,class_rank_percentile,ap_courses_count
S201801211,2.22,2.45,50,4
S201801212,3.01,3.09,21,3
S201801213,4.0,4.16,9,3
S201801214,3.78,3.89,18,0
S201801215,4.0,4.09,10,2
S201801216,2.42,2.68,49,4
S201801217,3.41,3.48,28,7
S201801218,3.26,3.36,41,5
S201801219,3.56,3.72,21,5
S201801220,3.1,3.39,37,8
S201801221,3.79,3.86,26,0
S201801222,2.32,2.45,48,2
S201801223,2.93,3.08,38,3
S201801224,3.2,3.31,39,4
S201801225,2.46,2.51,52,0
S201801226,3.24,3.23,34,6
S201801227,2.6,2.75,52,1
S201801228,2.65,2.89,43,5
S201801229,3.57,3.6,27,0
S201801230,3.17,3.2,27,5
S201801231,3.13,3.3,57,5
S201801232,4.0,4.23,21,2
S201801233,2.91,3.11,28,3
S201801234,3.98,4.31,15,7
S201801235,3.76,4.01,23,2
S201801236,3.39,3.44,31,7
S201801237,3.59,3.88,33,3
S201801238,2.78,2.8,44,4
S201801239,3.25,3.38,37,2
S201801240,3.95,4.14,20,4
S201801241,3.35,3.53,49,6
S201801242,2.84,3.1,44,6
S201801243,3.85,4.17,21,6
S201801244,3.66,3.87,33,5
S201801245,3.37,3.45,52,4
S201801246,3.53,3.86,23,3
S201801247,3.63,4.01,25,3
S201801248,4.0,4.26,23,0
S201801249,3.45,3.53,25,4
S201801250,2.38,2.34,47,1
S201801251,3.19,3.5,32,0
S201801252,2.98,3.21,44,7
S201801253,3.44,3.51,26,7
S201801254,2.62,2.75,60,6
S201801255,2.54,2.66,49,3
S201801256,3.25,3.32,41,1
S201801257,2.85,2.94,44,0
S201801258,3.18,3.4,37,1
S201801259,3.1,3.25,34,0
S201801260,2.94,3.1,44,6
S201801261,3.29,3.32,31,3
S201801262,2.98,3.14,45,3
S201801263,3.26,3.46,32,2
S201801264,2.99,3.06,36,2
S201801265,2.24,2.19,47,3
S201801266,3.46,3.52,36,1
S201801267,3.67,3.8,23,7
S201801268,2.87,3.12,35,0
S201801269,3.56,3.64,35,2
S201801270,3.11,3.4,23,2
S201801271,2.78,2.86,40,5
S201801272,3.54,3.68,25,1
S201801273,3.82,4.04,30,1
S201801274,3.81,4.2,1,1
S201801275,3.36,3.37,32,6
S201801276,3.14,3.37,54,0
S201801277,3.55,3.53,19,0
S201801278,3.67,3.87,21,5
S201801279,2.63,2.82,46,0
S201801280,3.03,3.24,51,1
S201801281,3.62,3.71,34,2
S201801282,3.03,3.27,40,3
S201801283,2.52,2.71,40,5
S201801284,3.3,3.65,34,4
S201801285,3.5,3.8,33,5
S201801286,3.14,3.33,30,1
S201801287,3.36,3.62,43,6
S201801288,3.56,3.59,31,3
S201801289,4.0,4.24,17,6
S201801290,3.23,3.37,30,6
S201801291,3.38,3.44,35,3
S201801292,3.33,3.57,22,3
S201801293,2.76,2.97,35,3
S201801294,3.22,3.33,47,2
S201801295,3.07,2.98,34,4
S201801296,2.31,2.48,49,0
S201801297,2.93,2.94,52,1
S201801298,3.1,3.29,41,2
S201801299,3.43,3.56,35,1
S201801300,2.75,2.93,36,5
S201801301,2.93,3.01,36,0
S201801302,3.12,3.27,37,1
S201801303,2.85,3.04,49,7
S201801304,3.33,3.48,32,6
S201801305,3.99,4.09,23,3
S201801306,3.06,3.12,44,3
S201801307,2.69,3.0,39,2
S201801308,2.71,2.89,41,0
S201801309,2.56,2.71,42,1
S201801310,3.18,3.21,43,0
S201801311,3.68,3.87,25,4
S201801312,3.7,3.86,17,8
S201801313,3.15,3.37,45,0
S201801314,3.93,3.96,31,5
S201801315,3.19,3.48,32,4
S201801316,3.58,3.67,28,2
S201801317,3.54,3.72,28,0
S201801318,4.0,4.21,19,3
S201801319,2.89,2.95,48,7
S201801320,2.33,2.43,59,3
S201801321,3.07,3.27,44,6
S201801322,3.86,3.99,20,0
S201801323,3.97,4.13,34,0
S201801324,3.95,4.02,24,2
S201801325,3.65,3.69,19,4
S201801326,3.94,4.13,32,6
S201801327,3.57,3.86,25,0
S201801328,2.8,2.84,35,1
S201801329,2.36,2.6,64,8
S201801330,3.48,3.66,33,4
S201801331,3.45,3.47,13,1
S201801332,3.46,3.64,24,2
S201801333,2.87,3.04,46,4
S201801334,3.28,3.6,23,0
S201801335,3.29,3.49,32,0
S201801336,3.3,3.27,49,3
S201801337,3.41,3.62,34,7
S201801338,3.41,3.59,27,4
S201801339,3.82,3.92,20,0
S201801340,3.49,3.67,48,8
S201801341,3.2,3.4,53,2
S201801342,3.29,3.36,35,7
S201801343,4.0,4.4,22,2
S201801344,2.38,2.51,45,0
S201801345,3.71,3.72,2,4
S201801346,3.45,3.54,28,3
S201801347,3.0,3.12,32,1
S201801348,3.61,3.75,41,2
S201801349,2.56,2.55,52,4
S201801350,2.86,3.08,52,7
S201801351,3.71,4.07,37,0
S201801352,3.5,3.57,33,7
S201801353,3.56,3.5,22,1
S201801354,3.6,3.58,35,3
S201801355,2.92,3.01,45,2
S201801356,3.18,3.37,39,0
S201801357,3.17,3.27,23,4
S201801358,3.75,3.8,27,3
S201801359,3.5,3.66,27,8
S201801360,3.52,3.73,27,1
S201801361,2.53,2.57,45,3
S201801362,2.41,2.66,55,2
S201801363,3.23,3.32,38,4
S201801364,3.09,3.28,30,5
S201801365,2.56,2.6,45,2
S201801366,3.8,3.85,9,3
S201801367,2.8,2.81,54,0
S201801368,3.64,3.81,22,5
S201801369,3.36,3.45,37,4
S201801370,3.7,3.87,27,4
S201801371,3.62,3.85,38,2
S201801372,3.08,3.39,43,2
S201801373,3.61,3.85,31,3
S201801374,2.94,3.23,38,1
S201801375,2.77,2.94,37,6
S201801376,3.48,3.85,32,0
S201801377,2.98,3.19,33,7
S201801378,2.44,2.43,64,4
S201801379,3.42,3.44,39,2
S201801380,3.54,3.62,36,1
S201801381,2.49,2.54,54,6
S201801382,3.17,3.31,26,1
S201801383,3.31,3.43,38,5
S201801384,2.11,2.42,50,4
S201801385,3.41,3.49,42,1
S201801386,3.68,3.88,29,2
S201801387,2.77,2.85,39,1
S201801388,3.62,3.77,16,6
S201801389,2.35,2.66,58,7
S201801390,3.71,3.92,23,2
S201801391,2.93,3.18,19,3
S201801392,3.22,3.3,43,1
S201801393,2.84,2.87,32,4
S201801394,3.82,3.91,32,4
S201801395,2.89,2.86,45,2
S201801396,2.85,3.02,49,4
S201801397,2.83,2.95,44,6
S201801398,3.16,3.49,35,1
S201801399,3.21,3.39,42,1
S201801400,2.62,2.68,28,2
S201801401,3.54,3.68,38,4
S201801402,3.58,3.82,36,0
S201801403,3.63,4.03,24,6
S201801404,3.47,3.55,27,1
S201801405,3.21,3.42,36,0
S201801406,2.86,2.85,39,3
S201801407,3.03,3.17,41,3
S201801408,2.69,2.62,43,5
S201801409,3.17,3.28,38,1
S201801410,2.8,2.77,37,2
S201801411,2.38,2.41,39,2
S201801412,3.34,3.6,25,7
S201801413,2.95,2.99,25,3
S201801414,3.71,3.9,39,0
S201801415,3.75,3.94,25,7
S201801416,2.75,2.91,39,8
S201801417,2.58,2.59,47,6
S201801418,4.0,4.25,18,2
S201801419,2.99,2.99,47,2
S201801420,2.26,2.32,72,1
S201801421,4.0,4.15,17,0
S201801422,3.83,3.86,30,4
S201801423,4.0,4.17,12,4
S201801424,2.81,2.99,42,5
S201801425,4.0,3.94,17,5
S201801426,2.92,3.12,45,1
S201801427,3.98,4.15,29,1
S201801428,3.06,3.08,50,0
S201801429,3.68,3.78,36,5
S201801430,2.55,2.65,41,3
S201801431,4.0,4.08,21,0
S201801432,2.88,3.22,33,1
S201801433,3.21,3.21,43,4
S201801434,3.58,3.65,20,3
S201801435,3.6,4.04,29,5
S201801436,3.29,3.39,31,5
S201801437,2.41,2.42,57,1
S201801438,3.14,3.27,34,4
S201801439,3.13,3.25,41,7
S201801440,3.3,3.51,36,2
S201801441,2.58,2.76,42,1
S201801442,3.02,3.55,25,3
S201801443,2.87,2.88,29,2
S201801444,3.1,3.49,31,2
S201801445,3.68,3.78,26,4
S201801446,3.52,3.73,28,1
S201801447,3.06,3.15,30,3
S201801448,3.47,3.71,26,5
S201801449,2.36,2.5,57,4
S201801450,3.36,3.48,24,4
S201801451,3.21,3.37,40,5
S201801452,3.38,3.43,37,0
S201801453,2.9,3.01,46,5
S201801454,2.99,3.15,36,4
S201801455,3.03,3.21,40,0
S201801456,3.75,3.86,13,5
S201801457,3.24,3.45,38,1
S201801458,3.34,3.76,27,5
S201801459,3.66,3.79,14,5
S201801460,2.65,2.87,41,0
S201801461,3.5,3.66,38,4
S201801462,3.01,3.03,49,3
S201801463,4.0,4.03,22,3
S201801464,2.93,3.35,38,1
S201801465,3.12,3.29,25,3
S201801466,2.79,2.96,56,0
S201801467,3.3,3.54,40,6
S201801468,2.84,3.12,41,3
S201801469,2.91,2.97,38,0
S201801470,2.96,3.23,28,1
S201801471,2.81,3.07,35,6
S201801472,3.1,3.28,39,4
S201801473,3.1,2.99,39,6
S201801474,3.05,3.39,31,6
S201801475,3.24,3.35,28,4
S201801476,3.9,4.1,21,6
S201801477,2.29,2.62,54,2
S201801478,3.25,3.36,33,6
S201801479,3.32,3.44,27,2
S201801480,2.9,3.04,36,4
S201801481,3.98,4.17,19,5
S201801482,3.06,3.19,47,4
S201801483,3.56,3.72,31,2
S201801484,4.0,4.07,25,4
S201801485,2.62,2.63,51,4
S201801486,3.81,3.84,33,3
S201801487,2.96,3.09,54,3
S201801488,3.19,3.38,39,6
S201801489,3.29,3.56,30,1
S201801490,3.37,3.66,40,1
S201801491,4.0,4.23,18,6
S201801492,3.09,3.49,50,1
S201801493,3.75,3.89,24,6
S201801494,3.26,3.39,37,7
S201801495,3.04,3.1,39,3
S201801496,2.84,2.99,45,1
S201801497,3.25,3.29,36,1
S201801498,3.18,3.31,38,6
S201801499,3.54,3.69,33,2
S201801500,3.28,3.43,39,3
S201801501,3.41,3.58,37,1
S201801502,2.71,2.78,35,1
S201801503,2.14,2.15,64,6
S201801504,3.12,3.37,27,8
S201801505,3.46,3.61,30,2
S201801506,3.59,3.77,24,4
S201801507,3.09,3.09,39,1
S201801508,3.18,3.17,31,6
S201801509,3.63,3.85,26,1
S201801510,3.12,3.19,27,8
S201801511,3.38,3.53,40,7
S201801512,3.46,3.73,32,6
S201801513,3.4,3.5,47,2
S201801514,3.51,3.78,47,1
S201801515,3.9,4.01,23,5
S201801516,3.4,3.61,34,4
S201801517,3.45,3.66,28,0
S201801518,3.65,3.68,12,4
S201801519,4.0,4.2,7,2
S201801520,2.99,3.3,51,0
S201801521,3.77,4.08,35,1
S201801522,2.82,3.03,60,5
S201801523,3.05,3.19,51,8
S201801524,3.45,3.68,36,8
S201801525,3.39,3.57,15,5
S201801526,3.43,3.42,16,1
S201801527,3.69,4.05,30,6
S201801528,2.83,2.96,35,0
S201801529,2.3,2.56,45,0
S201801530,2.63,2.7,40,0
S201801531,2.48,2.63,46,1
S201801532,2.99,3.08,43,3
S201801533,3.46,3.45,21,0
S201801534,3.25,3.33,33,1
S201801535,2.65,2.9,41,0
S201801536,2.85,3.06,43,2
S201801537,3.29,3.45,28,2
S201801538,3.29,3.29,38,3
S201801539,2.89,3.06,45,4
S201801540,3.76,3.93,14,6
S201801541,3.24,3.44,41,1
S201801542,2.86,2.76,47,1
S201801543,3.35,3.55,30,4
S201801544,2.76,2.84,46,0
S201801545,3.42,3.5,21,0
S201801546,2.9,2.96,63,7
S201801547,4.0,4.16,25,0
S201801548,2.93,2.96,36,2
S201801549,3.34,3.47,35,3
S201801550,3.25,3.53,40,0
S201801551,2.77,2.88,46,2
S201801552,4.0,4.16,18,1
S201801553,2.39,2.61,43,2
S201801554,3.25,3.18,36,4
S201801555,2.4,2.59,42,3
S201801556,3.23,3.39,32,1
S201801557,3.65,3.77,29,3
S201801558,3.53,3.81,23,0
S201801559,3.72,3.98,31,3
S201801560,2.88,3.11,51,3
S201801561,2.92,3.11,37,0
S201801562,3.02,3.08,52,1
S201801563,3.98,4.18,16,1
S201801564,3.27,3.39,39,2
S201801565,4.0,4.33,13,5
S201801566,3.28,3.37,48,0
S201801567,3.07,3.26,43,2
S201801568,4.0,4.0,19,8
S201801569,2.87,2.92,43,8
S201801570,2.81,3.03,45,2
S201801571,3.39,3.43,39,4
S201801572,3.6,3.52,52,2
S201801573,3.87,4.09,27,2
S201801574,3.37,3.46,32,1
S201801575,3.18,3.37,31,6
S201801576,2.57,2.6,40,1
S201801577,2.91,2.96,42,4
S201801578,3.66,3.8,39,0
S201801579,3.31,3.19,31,0
S201801580,2.71,2.82,40,5
S201801581,3.93,3.95,22,4
S201801582,2.46,2.54,46,3
S201801583,3.32,3.37,38,1
S201801584,3.3,3.19,39,8
S201801585,2.73,3.03,50,2
S201801586,2.75,2.87,58,2
S201801587,3.12,3.35,53,8
S201801588,3.36,3.42,24,7
S201801589,3.11,3.1,25,5
S201801590,3.78,3.97,17,0
S201801591,3.13,3.31,20,4
S201801592,3.44,3.69,34,0
S201801593,3.18,3.24,19,6
S201801594,2.91,2.97,41,2
S201801595,3.42,3.5,36,0
S201801596,2.98,3.22,52,7
S201801597,2.61,2.79,62,0
S201801598,3.02,3.19,48,4
S201801599,2.9,2.94,54,4
S201801600,3.61,3.89,10,0
S201801601,2.63,2.67,43,2
S201801602,2.59,2.76,50,4
S201801603,3.21,3.32,28,2
S201801604,3.23,3.28,30,7
S201801605,2.42,2.57,53,3
S201801606,2.89,3.01,56,3
S201801607,3.07,3.25,43,0
S201801608,4.0,3.87,27,0
S201801609,4.0,4.17,16,2
S201801610,3.36,3.55,31,1
S201801611,3.11,3.32,28,5
S201801612,3.53,3.57,30,0
S201801613,2.6,2.84,40,3
S201801614,3.52,3.82,36,1
S201801615,3.11,3.38,55,2
S201801616,3.0,3.03,42,4
S201801617,2.77,3.14,38,1
S201801618,3.06,3.17,35,4
S201801619,3.24,3.29,55,4
S201801620,3.41,3.52,41,3
S201801621,3.79,3.93,28,0
S201801622,3.1,3.25,50,0
S201801623,3.13,3.28,30,3
S201801624,2.79,2.91,63,0
S201801625,3.32,3.54,37,1
S201801626,3.11,3.39,32,5
S201801627,3.71,3.92,22,1
S201801628,2.35,2.45,52,6
S201801629,2.85,3.04,21,7
S201801630,3.0,3.02,38,3
S201801631,3.9,3.79,19,0
S201801632,3.92,3.96,25,1
S201801633,4.0,4.23,30,3
S201801634,3.65,3.76,27,3
S201801635,3.44,3.55,20,6
S201801636,3.38,3.59,23,6
S201801637,3.37,3.6,26,2
S201801638,4.0,4.34,19,5
S201801639,3.35,3.49,20,2
S201801640,2.81,3.03,43,0
S201801641,3.33,3.56,31,8
S201801642,2.66,3.03,55,5
S201801643,3.32,3.39,26,2
S201801644,3.19,3.28,37,4
S201801645,3.31,3.29,41,3
S201801646,3.92,4.26,13,6
S201801647,3.93,4.1,32,2
S201801648,2.81,2.92,57,2
S201801649,2.81,2.85,39,5
S201801650,3.66,3.71,31,6
S201801651,2.57,2.63,30,1
S201801652,3.72,4.13,24,1
S201801653,3.06,3.25,39,6
S201801654,2.79,2.9,44,6
S201801655,3.04,3.28,38,0
S201801656,4.0,4.02,19,4
S201801657,2.63,2.83,50,0
S201801658,2.85,2.94,48,6
S201801659,3.56,3.8,22,3
S201801660,3.69,3.86,15,1
S201801661,3.89,4.16,17,0
S201801662,2.83,2.85,39,7
S201801663,2.94,3.15,17,0
S201801664,3.45,3.67,37,6
S201801665,2.7,2.93,35,2
S201801666,2.62,2.64,36,3
S201801667,3.29,3.37,31,0
S201801668,3.83,3.92,16,5
S201801669,2.62,2.84,37,5
S201801670,3.59,3.69,24,0
S201801671,3.62,3.81,26,1
S201801672,4.0,4.17,12,4
S201801673,2.68,2.71,45,1
S201801674,3.08,3.22,38,2
S201801675,3.03,3.06,48,1
S201801676,3.09,3.19,38,3
S201801677,3.73,3.73,27,0
S201801678,3.93,3.87,12,5
S201801679,3.24,3.49,38,6
S201801680,3.25,3.4,24,4
S201801681,3.2,3.49,39,5
S201801682,2.63,2.71,50,3
S201801683,3.35,3.49,31,1
S201801684,3.51,3.74,34,3
S201801685,3.76,4.03,17,5
S201801686,2.73,2.91,37,3
S201801687,3.1,3.18,44,8
S201801688,3.02,3.05,34,5
S201801689,2.54,2.67,44,1
S201801690,2.89,3.22,45,1
S201801691,2.84,2.9,57,3
S201801692,3.77,3.83,19,0
S201801693,4.0,4.25,30,3
S201801694,2.41,2.55,50,0
S201801695,3.64,3.74,17,0
S201801696,3.51,3.58,22,3
S201801697,3.06,3.12,42,0
S201801698,3.58,3.78,37,3
S201801699,3.69,3.72,19,3
S201801700,3.37,3.62,26,1
S201801701,3.97,4.24,10,1
S201801702,3.76,3.85,36,2
S201801703,3.51,3.75,41,7
S201801704,2.48,2.7,30,2
S201801705,2.54,2.69,59,1
S201801706,3.25,3.44,30,4
S201801707,3.35,3.39,16,0
S201801708,3.13,3.6,45,2
S201801709,2.72,2.9,53,5
S201801710,3.23,3.4,51,1
S201801711,3.86,3.95,26,8
S201801712,2.61,2.78,54,1
S201801713,1.67,1.76,70,5
S201801714,2.89,3.03,36,5
S201801715,3.27,3.46,40,2
S201801716,3.38,3.56,44,4
S201801717,2.78,3.04,39,1
S201801718,4.0,4.12,6,7
S201801719,3.89,4.03,28,0
S201801720,2.55,2.61,45,7
S201801721,2.54,2.74,43,1
S201801722,3.12,3.19,37,5
S201801723,2.69,2.79,36,7
S201801724,3.32,3.5,32,2
S201801725,2.76,2.93,33,4
S201801726,3.65,3.75,26,4
S201801727,3.05,3.18,31,1
S201801728,2.9,2.91,43,3
S201801729,2.55,2.48,56,2
S201801730,2.87,3.12,33,1
S201801731,2.7,2.84,54,1
S201801732,3.16,3.2,47,3
S201801733,3.7,3.89,40,4
S201801734,2.41,2.48,47,1
S201801735,3.61,3.82,43,6
S201801736,4.0,4.12,2,1
S201801737,2.98,2.99,42,8
S201801738,3.9,3.93,29,0
S201801739,3.36,3.62,31,6
S201801740,3.71,3.96,31,1
S201801741,2.62,2.89,39,1
S201801742,2.5,2.56,40,7
S201801743,2.42,2.49,55,5
S201801744,4.0,4.11,15,4
S201801745,3.2,3.33,32,2
S201801746,2.46,2.74,48,7
S201801747,3.88,4.16,11,5
S201801748,4.0,4.21,20,6
S201801749,2.25,2.39,50,5
S201801750,3.24,3.4,26,3
S201801751,3.21,3.62,39,2
S201801752,3.75,3.89,28,5
S201801753,3.2,3.49,28,1
S201801754,2.61,2.7,37,5
S201801755,2.84,3.05,39,3
S201801756,3.19,3.38,50,4
S201801757,2.67,2.62,63,2
S201801758,3.16,3.2,36,3
S201801759,3.58,3.81,20,5
S201801760,2.99,2.94,40,2
S201801761,3.07,3.1,40,4
S201801762,3.07,3.25,27,6
S201801763,2.96,3.05,53,0
S201801764,4.0,4.29,16,4
S201801765,2.66,2.74,40,3
S201801766,3.3,3.49,30,0
S201801767,3.94,4.12,28,2
S201801768,3.35,3.46,40,1
S201801769,3.62,3.67,30,4
S201801770,2.94,3.04,37,2
S201801771,2.96,3.06,40,1
S201801772,3.56,3.96,44,8
S201801773,3.14,3.35,38,6
S201801774,3.36,3.53,33,1
S201801775,3.75,3.86,34,3
S201801776,2.99,3.27,48,6
S201801777,3.17,3.31,29,8
S201801778,3.22,3.09,38,3
S201801779,2.89,2.93,39,7
S201801780,3.17,3.5,42,3
S201801781,4.0,4.16,18,5
S201801782,3.59,3.76,22,6
S201801783,3.33,3.49,33,7
S201801784,2.86,2.91,36,7
S201801785,3.44,3.33,38,2
S201801786,2.78,3.0,42,4
S201801787,2.17,2.42,62,0
S201801788,2.98,3.02,56,4
S201801789,3.36,3.65,44,4
S201801790,3.3,3.29,42,6
S201801791,3.26,3.43,30,5
S201801792,4.0,4.07,26,5
S201801793,3.05,3.25,52,4
S201801794,2.75,3.0,45,6
S201801795,3.84,4.05,20,1
S201801796,3.65,3.68,30,7
S201801797,4.0,4.02,11,5
S201801798,2.88,3.16,39,5
S201801799,2.75,2.97,41,7
S201801800,3.55,3.58,25,1
S201801801,3.15,3.4,20,6
S201801802,3.2,3.56,40,3
S201801803,3.35,3.6,25,3
S201801804,3.77,3.74,35,6
S201801805,3.38,3.47,36,3
S201801806,3.66,3.94,24,5
S201801807,3.67,3.77,25,8
S201801808,3.59,3.69,33,0
S201801809,2.94,3.19,39,3
S201801810,3.87,4.09,33,0
S201801811,3.5,3.53,36,2
S201801812,3.86,4.0,18,3
S201801813,3.6,3.72,1,3
S201801814,2.7,2.77,34,6
S201801815,3.63,3.83,13,4
S201801816,2.49,2.66,58,0
S201801817,3.7,3.82,24,4
S201801818,3.57,3.63,19,4
S201801819,3.98,4.23,18,6
S201801820,3.42,3.54,21,6
S201801821,3.17,3.32,40,2
S201801822,3.75,3.94,24,4
S201801823,3.3,3.42,35,8
S201801824,3.86,4.14,44,0
S201801825,3.74,3.9,32,1
S201801826,3.17,3.25,44,0
S201801827,2.93,2.94,40,6
S201801828,3.19,3.12,26,3
S201801829,3.37,3.64,43,1
S201801830,3.08,3.4,40,6
S201801831,3.45,3.43,38,6
S201801832,2.99,3.23,38,5
S201801833,3.87,4.06,26,0
S201801834,2.57,2.77,55,2
S201801835,3.66,3.67,35,3
S201801836,2.75,3.0,41,4
S201801837,2.7,2.77,51,2
S201801838,3.69,3.83,29,5
S201801839,3.0,3.21,49,4
S201801840,3.69,3.89,33,2
S201801841,2.81,3.08,36,3
S201801842,3.55,3.73,18,0
S201801843,3.64,3.8,18,1
S201801844,3.25,3.44,35,3
S201801845,2.37,2.4,59,0
S201801846,3.1,3.36,46,6
S201801847,2.95,3.16,52,1
S201801848,3.55,3.63,23,0
S201801849,3.34,3.31,36,3
S201801850,2.96,3.18,58,6
S201801851,3.27,3.31,39,5
S201801852,2.94,3.06,30,1
S201801853,3.65,3.8,34,1
S201801854,3.13,3.18,32,1
S201801855,3.66,3.78,41,1
S201801856,3.89,3.84,25,5
S201801857,3.42,3.7,37,4
S201801858,3.95,4.2,16,4
S201801859,4.0,4.07,22,8
S201801860,3.36,3.52,31,2
S201801861,3.27,3.42,39,1
S201801862,3.69,3.93,33,1
S201801863,3.0,3.1,35,0
S201801864,3.42,3.74,25,0
S201801865,3.12,3.38,40,6
S201801866,2.72,2.82,54,3
S201801867,3.13,3.27,44,0
S201801868,2.89,3.04,35,6
S201801869,3.22,3.38,22,0
S201801870,3.19,3.43,44,0
S201801871,2.27,2.39,69,4
S201801872,3.76,3.95,20,3
S201801873,3.1,3.39,49,4
S201801874,2.77,2.66,45,4
S201801875,3.16,3.52,33,1
S201801876,2.92,2.91,47,6
S201801877,2.72,2.76,37,0
S201801878,3.56,3.71,19,4
S201801879,3.8,3.94,18,2
S201801880,3.51,3.73,18,2
S201801881,2.8,2.99,41,2
S201801882,2.93,2.98,43,2
S201801883,4.0,4.27,14,3
S201801884,3.95,4.13,6,5
S201801885,3.74,3.97,35,2
S201801886,2.96,3.09,55,2
S201801887,3.89,4.29,24,0
S201801888,3.18,3.37,37,4
S201801889,2.65,2.71,59,4
S201801890,2.57,2.83,48,2
S201801891,2.94,3.16,27,3
S201801892,3.4,3.65,25,0
S201801893,2.19,2.33,54,2
S201801894,3.29,3.6,46,6
S201801895,2.6,2.73,49,0
S201801896,2.48,2.61,47,4
S201801897,3.14,3.44,38,7
S201801898,2.48,2.5,67,1
S201801899,3.24,3.21,27,0
S201801900,3.59,3.8,34,3
S201801901,4.0,4.0,12,4
S201801902,2.43,2.76,44,5
S201801903,3.71,3.93,25,1
S201801904,3.13,3.18,18,2
S201801905,3.19,3.25,30,4
S201801906,3.39,3.43,43,1
S201801907,2.52,2.82,60,2
S201801908,3.13,3.16,39,2
S201801909,3.0,3.25,52,1
S201801910,2.78,2.98,49,3
S201801911,3.18,3.46,43,2
S201801912,3.04,3.25,31,1
S201801913,3.45,3.66,25,1
S201801914,3.53,3.56,21,0
S201801915,3.85,4.08,12,3
S201801916,3.66,3.8,25,1
S201801917,2.7,2.72,57,1
S201801918,2.92,2.99,41,5
S201801919,3.97,4.02,27,1
S201801920,2.97,3.11,32,0
S201801921,3.73,3.88,25,6
S201801922,3.11,3.44,33,5
S201801923,3.56,3.66,44,3
S201801924,3.05,3.12,32,5
S201801925,3.0,3.05,25,0
S201801926,2.75,2.78,46,5
S201801927,2.69,2.87,36,4
S201801928,2.65,2.86,54,3
S201801929,2.56,2.67,57,7
S201801930,3.16,3.36,45,4
S201801931,3.22,3.5,40,3
S201801932,3.49,3.59,35,2
S201801933,3.12,3.29,33,5
S201801934,2.45,2.6,41,1
S201801935,2.39,2.58,52,3
S201801936,3.86,3.89,16,6
S201801937,2.92,2.96,40,4
S201801938,4.0,4.02,2,2
S201801939,3.89,3.91,14,0
S201801940,4.0,4.18,18,5
S201801941,3.03,3.08,25,3
S201801942,3.01,2.95,49,4
S201801943,3.65,3.67,28,1
S201801944,3.44,3.63,37,4
S201801945,2.99,3.08,56,3
S201801946,3.23,3.25,51,1
S201801947,1.65,1.87,63,0
S201801948,3.0,3.34,43,0
S201801949,4.0,3.99,26,2
S201801950,3.47,3.6,24,0
S201801951,2.3,2.43,55,4
S201801952,2.92,3.15,42,3
S201801953,3.96,4.16,18,1
S201801954,2.53,2.63,55,3
S201801955,3.69,3.81,32,1
S201801956,3.11,3.25,36,1
S201801957,3.46,3.57,12,0
S201801958,2.93,3.08,35,3
S201801959,3.69,3.95,21,3
S201801960,3.57,3.65,29,0
S201801961,2.71,2.72,52,6
S201801962,3.5,3.47,33,0
S201801963,2.51,2.67,50,3
S201801964,3.26,3.53,30,2
S201801965,3.06,3.47,37,2
S201801966,2.91,3.08,46,6
S201801967,3.25,3.4,38,0
S201801968,2.83,3.1,54,2
S201801969,3.19,3.39,32,7
S201801970,2.64,2.85,52,2
S201801971,3.11,3.38,40,2
S201801972,3.48,3.57,49,0
S201801973,3.53,3.59,39,0
S201801974,3.36,3.4,21,7
S201801975,2.97,3.25,42,1
S201801976,3.33,3.38,22,4
S201801977,3.48,3.45,29,0
S201801978,3.32,3.67,42,2
S201801979,3.31,3.59,37,3
S201801980,2.88,2.99,61,0
S201801981,3.63,3.99,31,3
S201801982,3.19,3.45,18,2
S201801983,3.71,3.85,25,2
S201801984,3.66,4.0,38,6
S201801985,3.4,3.64,19,8
S201801986,2.39,2.43,52,1
S201801987,3.31,3.36,35,2
S201801988,2.88,2.83,49,7
S201801989,3.84,4.15,15,1
S201801990,3.24,3.44,42,5
S201801991,2.84,2.84,33,1
S201801992,2.44,2.46,50,5
S201801993,3.0,2.98,41,0
S201801994,3.3,3.41,34,0
S201801995,3.65,3.78,23,2
S201801996,3.43,3.58,27,0
S201801997,3.48,3.71,19,5
S201801998,2.24,2.47,60,4
S201801999,3.57,3.8,23,0
S201802000,2.99,3.29,27,8
S201802001,3.25,3.44,39,2
S201802002,3.1,3.27,38,0
S201802003,2.73,3.08,45,4
S201802004,2.93,3.03,38,6
S201802005,2.25,2.33,53,8
S201802006,3.41,3.56,28,6
S201802007,3.03,2.94,38,0
S201802008,2.75,2.99,36,5
S201802009,3.61,3.86,31,2
S201802010,3.29,3.44,40,4
S201802011,3.27,3.63,36,0
S201802012,3.39,3.4,22,1
S201802013,3.52,3.81,37,1
S201802014,3.07,3.3,33,1
S201802015,3.12,3.29,43,1
S201802016,2.91,3.01,58,1
S201802017,2.85,3.01,67,1
S201802018,2.91,3.0,43,0
S201802019,3.6,3.72,31,6
S201802020,2.81,3.0,54,3
S201802021,2.75,3.06,41,4
S201802022,3.79,3.83,20,3
S201802023,3.38,3.43,48,2
S201802024,2.78,2.97,49,6
S201802025,2.99,3.2,35,4
S201802026,4.0,4.27,20,3
S201802027,3.41,3.65,33,4
S201802028,2.73,2.76,45,2
S201802029,3.56,3.71,40,3
S201802030,2.82,3.01,61,2
