student_id,cate_hat,cate_se
S201502450,0.0457,0.0152
S201502453,0.1056,0.011
S201502456,0.1071,0.0155
S201502459,0.121,0.0101
S201502462,0.1714,0.0138
S201502465,0.0432,0.0111
S201502468,0.1135,0.0132
S201502471,0.1188,0.0121
S201502474,0.1526,0.0112
S201502477,0.1363,0.0113
S201502480,0.2,0.0118
S201502483,0.0766,0.0153
S201502486,0.143,0.0145
S201502489,0.1134,0.0117
S201502492,0.0467,0.0132
S201502495,0.1609,0.0152
S201502498,0.1127,0.0143
S201502501,0.1771,0.0116
S201502504,0.1565,0.0151
S201502507,0.0549,0.014
S201502510,0.0183,0.0119
S201502513,0.0561,0.0137
S201502516,0.0588,0.013
S201502519,0.0564,0.0155
S201502522,0.1148,0.011
S201502525,0.1461,0.0105
S201502528,0.0477,0.0143
S201502531,0.0366,0.0131
S201502534,0.0909,0.0104
S201502537,0.1603,0.0121
S201502540,0.0311,0.0111
S201502543,0.0538,0.0138
S201502546,0.1275,0.011
S201502549,0.1273,0.0148
S201502552,0.1047,0.0141
S201502555,0.1334,0.015
S201502558,0.0421,0.0111
S201502561,0.172,0.0138
S201502564,0.0973,0.0128
S201502567,0.065,0.0144
S201502570,0.0955,0.0104
S201502573,0.1025,0.0159
S201502576,0.1375,0.0138
S201502579,0.1564,0.0134
S201502582,0.076,0.0146
S201502585,0.0484,0.0127
S201502588,0.0694,0.011
S201502591,0.0929,0.0127
S201502594,0.1009,0.0131
S201502597,0.102,0.0144
S201502600,0.0559,0.0114
S201502603,0.0424,0.0103
S201502606,0.1278,0.0145
S201502609,0.0538,0.0108
S201502612,0.14,0.0151
S201502615,0.0554,0.0119
S201502618,0.0627,0.014
S201502621,0.0705,0.0106
S201502624,0.1651,0.0128
S201502627,0.1221,0.013
S201502630,0.0474,0.0107
S201502633,0.0373,0.0142
S201502636,0.0869,0.0115
S201502639,0.089,0.0146
S201502642,0.1653,0.0121
S201502645,0.114,0.0133
S201502648,0.1186,0.0137
S201502651,0.046,0.0124
S201502654,0.0554,0.0139
S201502657,0.0467,0.0119
S201502660,0.1287,0.0114
S201502663,0.0617,0.0105
S201502666,0.0521,0.011
S201502669,0.1327,0.0125
S201502672,0.082,0.0147
S201502675,0.0249,0.0139
S201502678,0.1124,0.0119
S201502681,0.0555,0.0138
S201502684,0.1324,0.0149
S201502687,0.0478,0.0138
S201502690,0.0394,0.0137
S201502693,0.0356,0.0142
S201502696,0.0295,0.0125
S201502699,0.0645,0.014
S201502702,0.143,0.0144
S201502705,0.0645,0.0136
S201502708,0.1287,0.0156
S201502711,0.1155,0.0102
S201502714,0.087,0.0143
S201502717,0.1092,0.0102
S201502720,0.0518,0.0142
S201502723,0.091,0.0123
S201502726,0.026,0.0103
S201502729,0.0327,0.0126
S201502732,0.1075,0.0129
S201502735,0.1239,0.0152
S201502738,0.08,0.0123
S201502741,0.1184,0.013
S201502744,0.029,0.0153
S201502747,0.0697,0.0121
S201502750,0.0422,0.0124
S201502753,0.1034,0.0111
S201502756,0.0285,0.0143
S201502759,0.0662,0.014
S201502762,0.1169,0.0101
S201502765,0.14,0.012
S201502768,0.1157,0.0123
S201502771,0.1761,0.012
S201502774,0.0441,0.0152
S201502777,0.0701,0.0137
S201502780,0.1213,0.0127
S201502783,0.0502,0.0136
S201502786,0.0696,0.0142
S201502789,0.0598,0.0139
S201502792,0.188,0.013
S201502795,0.0448,0.0108
S201502798,0.0507,0.0103
S201502801,0.117,0.011
S201502804,0.1334,0.0136
S201502807,0.1158,0.0133
S201502810,0.1342,0.0147
S201502813,0.0361,0.0122
S201502816,0.0466,0.0141
S201502819,0.0521,0.0134
S201502822,0.1121,0.0117
S201502825,0.0334,0.0151
S201502828,0.0537,0.0145
S201502831,0.1689,0.0131
S201502834,0.1195,0.0108
S201502837,0.0974,0.0111
S201502840,0.1308,0.014
S201502843,0.1128,0.0113
S201502846,0.1481,0.0109
S201502849,0.156,0.0125
S201502852,0.0507,0.0113
S201502855,0.0924,0.0129
S201502858,0.0444,0.0119
S201502861,0.1319,0.0143
S201502864,0.1006,0.0152
S201502867,0.1707,0.0154
S201502870,0.0932,0.0126
S201502873,0.0479,0.0111
S201502876,0.1121,0.0127
S201502879,0.1765,0.0129
S201502882,0.0528,0.0107
S201502885,0.0825,0.0132
S201502888,0.0953,0.0139
S201502891,0.0819,0.0134
S201502894,0.069,0.0145
S201502897,0.09,0.0156
S201502900,0.0525,0.0116
S201502903,0.0666,0.0147
S201502906,0.1281,0.0148
S201502909,0.1054,0.0134
S201502912,0.0331,0.0139
S201502915,0.0532,0.015
S201502918,0.1298,0.0146
S201502921,0.0705,0.0124
S201502924,0.1636,0.0118
S201502927,0.0349,0.0152
S201502930,0.0431,0.0157
S201502933,0.1033,0.0151
S201502936,0.1756,0.0137
S201502939,0.129,0.0101
S201502942,0.0639,0.0146
S201502945,0.0495,0.0135
S201502948,0.1813,0.0143
S201502951,0.0932,0.014
S201502954,0.1882,0.0132
S201502957,0.0664,0.0134
S201502960,0.0994,0.0108
S201502963,0.0651,0.0107
S201502966,0.0581,0.0111
S201502969,0.0317,0.0121
S201502972,0.0652,0.0114
S201502975,0.0484,0.0141
S201502978,0.0608,0.0121
S201502981,0.0423,0.014
S201502984,0.1249,0.0123
S201502987,0.0865,0.0118
S201502990,0.0521,0.0155
S201502993,0.153,0.0127
S201502996,0.0407,0.0104
S201502999,0.1365,0.0121
S201503002,0.0328,0.0154
S201503005,0.0486,0.0152
S201503008,0.1533,0.0141
S201503011,0.1631,0.0132
S201503014,0.1479,0.0148
S201503017,0.0489,0.0118
S201503020,0.0435,0.0143
S201503023,0.0507,0.0152
S201503026,0.1037,0.0157
S201503029,0.1392,0.0113
S201503032,0.0365,0.0131
S201503035,0.1447,0.0101
S201503038,0.0267,0.0141
S201503041,0.063,0.0121
S201503044,0.1359,0.0131
S201503047,0.121,0.0124
S201503050,0.0485,0.0122
S201503053,0.1266,0.0126
S201503056,0.0665,0.0126
S201503059,0.0458,0.0138
S201503062,0.0427,0.0125
S201503065,0.1258,0.0101
S201503068,0.1457,0.0155
S201503071,0.0819,0.0133
S201503074,0.1304,0.0113
S201503077,0.1447,0.0103
S201503080,0.0552,0.0122
S201503083,0.1165,0.0149
S201503086,0.0849,0.0121
S201503089,0.147,0.0139
S201503092,0.0695,0.0147
S201503095,0.0402,0.0103
S201503098,0.0572,0.0136
S201503101,0.0646,0.0143
S201503104,0.0434,0.0138
S201503107,0.0417,0.0143
S201503110,0.1349,0.0155
S201503113,0.1816,0.0159
S201503116,0.1165,0.0119
S201503119,0.0956,0.0137
S201503122,0.0608,0.014
S201503125,0.0613,0.0151
S201503128,0.1021,0.0113
S201503131,0.1716,0.0109
S201503134,0.1078,0.0159
S201503137,0.0382,0.0124
S201503140,0.0481,0.0105
S201503143,0.1415,0.0145
S201503146,0.1128,0.0137
S201503149,0.0921,0.0134
S201503152,0.1557,0.0112
S201503155,0.1603,0.0157
S201503158,0.0429,0.0142
S201503161,0.098,0.012
S201503164,0.0506,0.0101
S201503167,0.0902,0.0149
S201503170,0.0241,0.0139
S201503173,0.1162,0.0109
S201503176,0.05,0.0115
S201503179,0.0604,0.0121
S201503182,0.1047,0.0157
S201503185,0.0578,0.0129
S201503188,0.0262,0.0137
S201600003,0.0652,0.0104
S201600006,0.1333,0.0155
S201600009,0.0652,0.0111
S201600012,0.0871,0.0127
S201600015,0.0675,0.0129
S201600018,0.1311,0.011
S201600021,0.119,0.0157
S201600024,0.0245,0.0121
S201600027,0.0623,0.0112
S201600030,0.1204,0.0157
S201600033,0.1023,0.011
S201600036,0.0581,0.0115
S201600039,0.0942,0.0115
S201600042,0.0489,0.0116
S201600045,0.0409,0.0143
S201600048,0.0889,0.0124
S201600051,0.0414,0.0123
S201600054,0.1208,0.0121
S201600057,0.0708,0.011
S201600060,0.041,0.0121
S201600063,0.0552,0.0107
S201600066,0.1311,0.0103
S201600069,0.1117,0.0152
S201600072,0.1482,0.0113
S201600075,0.0553,0.015
S201600078,0.1691,0.0157
S201600081,0.0677,0.0134
S201600084,0.034,0.0134
S201600087,0.0524,0.0126
S201600090,0.1083,0.016
S201600093,0.0949,0.0138
S201600096,0.0798,0.0158
S201600099,0.0625,0.0109
S201600102,0.0422,0.0131
S201600105,0.1146,0.0138
S201600108,0.1117,0.015
S201600111,0.0799,0.01
S201600114,0.1251,0.0103
S201600117,0.0575,0.01
S201600120,0.0772,0.0138
S201600123,0.0964,0.0145
S201600126,0.0937,0.0107
S201600129,0.0884,0.0135
S201600132,0.1054,0.0157
S201600135,0.0977,0.0111
S201600138,0.0524,0.011
S201600141,0.1167,0.0113
S201600144,0.0812,0.0124
S201600147,0.0828,0.0136
S201600150,0.044,0.0131
S201600153,0.029,0.0108
S201600156,0.0972,0.0149
S201600159,0.0719,0.0114
S201600162,0.1282,0.0146
S201600165,0.1164,0.0119
S201600168,0.0627,0.0112
S201600171,0.0979,0.0145
S201600174,0.1308,0.0134
S201600177,0.0372,0.0158
S201600180,0.0552,0.0128
S201600183,0.0688,0.0108
S201600186,0.0562,0.0122
S201600189,0.0413,0.016
S201600192,0.189,0.0115
S201600195,0.1432,0.0142
S201600198,0.1226,0.0114
S201600201,0.1168,0.0117
S201600204,0.0545,0.0121
S201600207,0.0122,0.0155
S201600210,0.0946,0.0157
S201600213,0.123,0.0138
S201600216,0.0379,0.0142
S201600219,0.0443,0.0136
S201600222,0.0377,0.0128
S201600225,0.0284,0.0155
S201600228,0.0599,0.0137
S201600231,0.1375,0.0102
S201600234,0.0996,0.0105
S201600237,0.1609,0.0151
S201600240,0.1077,0.0149
S201600243,0.1227,0.0102
S201600246,0.0605,0.011
S201600249,0.1082,0.0114
S201600252,0.0446,0.0141
S201600255,0.1064,0.0149
S201600258,0.1432,0.0114
S201600261,0.0636,0.0146
S201600264,0.0405,0.0158
S201600267,0.1029,0.0102
S201600270,0.1396,0.0134
S201600273,0.0216,0.0101
S201600276,0.0188,0.0133
S201600279,0.1535,0.0126
S201600282,0.0423,0.0119
S201600285,0.0488,0.0143
S201600288,0.0069,0.0157
S201600291,0.0636,0.0114
S201600294,0.0328,0.0148
S201600297,0.1126,0.0141
S201600300,0.1752,0.0122
S201600303,0.0987,0.0125
S201600306,0.0328,0.0108
S201600309,0.0565,0.0144
S201600312,0.0656,0.0156
S201600315,0.1508,0.0127
S201600318,0.0711,0.0159
S201600321,0.1181,0.0157
S201600324,0.1419,0.0109
S201600327,0.1177,0.01
S201600330,0.0435,0.0131
S201600333,0.1598,0.012
S201600336,0.1494,0.014
S201600339,0.0523,0.0137
S201600342,0.0279,0.0137
S201600345,0.1839,0.0155
S201600348,0.0981,0.0152
S201600351,0.1432,0.0101
S201600354,0.1092,0.0122
S201600357,0.1197,0.0131
S201600360,0.1148,0.0129
S201600363,0.0898,0.0113
S201600366,0.1866,0.014
S201600369,0.1158,0.0105
S201600372,0.0321,0.0123
S201600375,0.1013,0.0116
S201600378,0.0234,0.0126
S201600381,0.1349,0.0117
S201600384,0.0872,0.0138
S201600387,0.0476,0.0159
S201600390,0.1779,0.0158
S201600393,0.1082,0.0143
S201600396,0.112,0.0105
S201600399,0.0298,0.0128
S201600402,0.1766,0.0128
S201600405,0.1031,0.0141
S201600408,0.0945,0.0117
S201600411,0.051,0.0141
S201600414,0.0233,0.0155
S201600417,0.0725,0.0113
S201600420,0.0924,0.0131
S201600423,0.0312,0.0117
S201600426,0.1203,0.0133
S201600429,0.0303,0.0143
S201600432,0.0226,0.0142
S201600435,0.1849,0.0137
S201600438,0.1182,0.0134
S201600441,0.0886,0.0143
S201600444,0.1102,0.013
S201600447,0.1119,0.0109
S201600450,0.0499,0.0158
S201600453,0.0488,0.0149
S201600456,0.0687,0.0156
S201600459,0.1313,0.0113
S201600462,0.1182,0.0151
S201600465,0.1286,0.015
S201600468,0.1253,0.0158
S201600471,0.1856,0.013
S201600474,0.0231,0.0111
S201600477,0.067,0.011
S201600480,0.0444,0.0155
S201600483,0.0528,0.0105
S201600486,0.0458,0.0134
S201600489,0.0835,0.0154
S201600492,0.1535,0.0103
S201600495,0.1039,0.0141
S201600498,0.0623,0.0112
S201600501,0.059,0.0105
S201600504,0.1237,0.0101
S201600507,0.0727,0.0134
S201600510,0.065,0.014
S201600513,0.1077,0.0126
S201600516,0.0988,0.0117
S201600519,0.0959,0.0116
S201600522,0.0691,0.0133
S201600525,0.128,0.0132
S201600528,0.0462,0.0151
S201600531,0.0549,0.0133
S201600534,0.0364,0.0116
S201600537,0.1362,0.0139
S201600540,0.1236,0.0133
S201600543,0.0423,0.0123
S201600546,0.0623,0.0134
S201600549,0.0331,0.0138
S201600552,0.1659,0.0155
S201600555,0.1017,0.0131
S201600558,0.1634,0.0126
S201600561,0.0518,0.0137
S201600564,0.1161,0.0136
S201600567,0.1757,0.0102
S201600570,0.1178,0.0118
S201600573,0.1199,0.0157
S201600576,0.0962,0.0133
S201600579,0.1065,0.0124
S201600582,0.0565,0.0141
S201600585,0.0281,0.0149
S201600588,0.1042,0.016
S201600591,0.0382,0.0145
S201600594,0.0415,0.0132
S201600597,0.1298,0.0153
S201600600,0.0566,0.0143
S201600603,0.0247,0.0104
S201600606,0.0385,0.0105
S201600609,0.1634,0.0151
S201600612,0.1406,0.0153
S201600615,0.0449,0.0119
S201600618,0.1067,0.0123
S201600621,0.1624,0.012
S201600624,0.0874,0.0159
S201600627,0.0453,0.013
S201600630,0.0666,0.015
S201600633,0.0548,0.0148
S201600636,0.0727,0.0124
S201600639,0.1041,0.0157
S201600642,0.1157,0.0123
S201600645,0.0774,0.0128
S201600648,0.0782,0.0117
S201600651,0.1162,0.0122
S201600654,0.0937,0.013
S201600657,0.1092,0.0133
S201600660,0.0318,0.0126
S201600663,0.0838,0.0116
S201600666,0.1049,0.014
S201600669,0.0691,0.0133
S201600672,0.1127,0.0112
S201600675,0.0813,0.015
S201600678,0.1057,0.0102
S201600681,0.1196,0.0128
S201600684,0.0591,0.014
S201600687,0.107,0.0122
S201600690,0.1123,0.015
S201600693,0.0482,0.014
S201600696,0.1197,0.0139
S201600699,0.1666,0.0116
S201600702,0.072,0.0132
S201600705,0.0688,0.0147
S201600708,0.0625,0.0139
S201600711,0.1498,0.0144
S201600714,0.0503,0.0103
S201600717,0.0369,0.0139
S201600720,0.0508,0.0108
S201600723,0.0886,0.0111
S201600726,0.1038,0.0113
S201600729,0.0804,0.0143
S201600732,0.1851,0.014
S201600735,0.067,0.0117
S201600738,0.1509,0.0104
S201600741,0.1008,0.0157
S201600744,0.1348,0.0145
S201600747,0.1448,0.0137
S201600750,0.1681,0.0126
S201600753,0.0813,0.0144
S201600756,0.0445,0.0128
S201600759,0.1239,0.0127
S201600762,0.1264,0.0125
S201600765,0.0839,0.0153
S201600768,0.0381,0.0148
S201600771,0.1301,0.0116
S201600774,0.0169,0.0107
S201600777,0.0701,0.0138
S201600780,0.0341,0.0112
S201600783,0.0413,0.0151
S201600786,0.0919,0.0132
S201600789,0.1334,0.0135
S201600792,0.081,0.0138
S201600795,0.0196,0.0148
S201600798,0.0591,0.014
S201600801,0.0395,0.011
S201600804,0.0468,0.0113
S201600807,0.1156,0.0153
S201600810,0.1234,0.0141
S201600813,0.0214,0.0138
S201600816,0.1022,0.0149
S201600819,0.1331,0.0131
S201600822,0.1692,0.011
S201600825,0.0926,0.0145
S201600828,0.0643,0.0156
S201600831,0.0537,0.0143
S201600834,0.059,0.0137
S201600837,0.1596,0.0118
S201600840,0.0757,0.0145
S201600843,0.0544,0.0134
S201600846,0.0499,0.0158
S201600849,0.0554,0.0114
S201600852,0.1222,0.0155
S201600855,0.1704,0.0135
S201600858,0.0537,0.0145
S201600861,0.0367,0.0149
S201600864,0.0281,0.0142
S201600867,0.0247,0.0139
S201600870,0.0715,0.0139
S201600873,0.0913,0.0138
S201600876,0.0396,0.0125
S201600879,0.1057,0.0121
S201600882,0.1038,0.0112
S201600885,0.0372,0.0153
S201600888,0.0799,0.0152
S201600891,0.1529,0.0144
S201600894,0.1045,0.0139
S201600897,0.0896,0.0142
S201600900,0.0647,0.0159
S201600903,0.0653,0.0125
S201600906,0.1164,0.0101
S201600909,0.032,0.0136
S201600912,0.0512,0.0107
S201600915,0.1102,0.0141
S201600918,0.029,0.0103
S201600921,0.0979,0.0109
S201600924,0.1187,0.0145
S201600927,0.1603,0.0157
S201600930,0.0272,0.0109
S201600933,0.0441,0.0139
S201600936,0.0488,0.0115
S201600939,0.0846,0.0121
S201600942,0.0851,0.0121
S201600945,0.1167,0.0145
S201600948,0.1271,0.0151
S201600951,0.1224,0.0117
S201600954,0.1208,0.0139
S201600957,0.0698,0.0114
S201600960,0.037,0.0138
S201600963,0.0497,0.0106
S201600966,0.1089,0.0112
S201600969,0.0494,0.0132
S201600972,0.1233,0.0103
S201600975,0.0636,0.0101
S201600978,0.1204,0.0118
S201600981,0.1444,0.0109
S201600984,0.1251,0.0159
S201600987,0.0578,0.0103
S201600990,0.1313,0.0131
S201600993,0.1034,0.0159
S201600996,0.0839,0.0153
S201600999,0.0215,0.013
S201601002,0.0721,0.0113
S201601005,0.0452,0.0134
S201601008,0.1125,0.0104
S201601011,0.1717,0.011
S201601014,0.1462,0.0119
S201601017,0.0428,0.0157
S201601020,0.1367,0.0129
S201601023,0.0596,0.0113
S201601026,0.1916,0.0134
S201601029,0.1523,0.0117
S201601032,0.1416,0.0101
S201601035,0.1336,0.0103
S201601038,0.1012,0.0159
S201601041,0.0358,0.0129
S201601044,0.1112,0.0123
S201601047,0.1054,0.0141
S201601050,0.0794,0.0121
S201601053,0.0666,0.015
S201601056,0.0818,0.0123
S201601059,0.0393,0.013
S201601062,0.1255,0.0154
S201601065,0.0441,0.0147
S201601068,0.0368,0.0149
S201601071,0.0614,0.0115
S201601074,0.0596,0.015
S201601077,0.1221,0.0156
S201601080,0.0922,0.0156
S201601083,0.1156,0.0157
S201601086,0.0534,0.0157
S201601089,0.1044,0.0133
S201601092,0.1936,0.014
S201601095,0.1352,0.0117
S201601098,0.0402,0.014
S201601101,0.0419,0.0116
S201601104,0.0411,0.0111
S201601107,0.1149,0.014
S201601110,0.1231,0.0115
S201601113,0.0747,0.0102
S201601116,0.1055,0.0128
S201601119,0.0931,0.0113
S201601122,0.0595,0.0149
S201601125,0.089,0.012
S201601128,0.0772,0.0105
S201601131,0.1148,0.0134
S201601134,0.1779,0.0119
S201601137,0.0576,0.0105
S201601140,0.095,0.0138
S201601143,0.0373,0.0142
S201601146,0.0404,0.0136
S201601149,0.0475,0.0144
S201601152,0.0796,0.0111
S201601155,0.1132,0.0107
S201601158,0.0598,0.0156
S201601161,0.1118,0.0134
S201601164,0.1095,0.0131
S201601167,0.0928,0.0135
S201601170,0.0542,0.0141
S201601173,0.1401,0.0133
S201601176,0.0668,0.0146
S201601179,0.1709,0.012
S201601182,0.132,0.0158
S201601185,0.123,0.0148
S201601188,0.161,0.0138
S201601191,0.0499,0.0147
S201601194,0.1204,0.0106
S201601197,0.0349,0.0112
S201601200,0.0667,0.0107
S201601203,0.0472,0.0132
S201601206,0.0358,0.0148
S201601209,0.0554,0.0118
S201601212,0.0684,0.0159
S201601215,0.0952,0.0114
S201601218,0.0853,0.0147
S201601221,0.0914,0.0109
S201601224,0.0861,0.0118
S201601227,0.1306,0.0145
S201601230,0.0563,0.0145
S201601233,0.0551,0.0126
S201601236,0.0851,0.0103
S201601239,0.0515,0.0101
S201601242,0.1024,0.0131
S201601245,0.138,0.0139
S201601248,0.0596,0.0132
S201601251,0.0836,0.0107
S201601254,0.1416,0.0112
S201601257,0.0355,0.0146
S201601260,0.169,0.0131
S201601263,0.1245,0.0136
S201601266,0.0982,0.0117
S201601269,0.1063,0.013
S201601272,0.0667,0.0113
S201601275,0.102,0.0105
S201601278,0.1821,0.0158
S201601281,0.0542,0.0102
S201601284,0.1469,0.0132
S201601287,0.1681,0.0157
S201601290,0.0347,0.0113
S201601293,0.092,0.0145
S201601296,0.0499,0.011
S201601299,0.0472,0.0106
S201601302,0.0405,0.0107
S201601305,0.1239,0.0119
S201601308,0.0434,0.0144
S201601311,0.0834,0.0149
S201601314,0.065,0.0137
S201601317,0.0352,0.013
S201601320,0.0298,0.0135
S201601323,0.0911,0.0155
S201601326,0.1396,0.0148
S201601329,0.1322,0.0147
S201601332,0.1169,0.0116
S201601335,0.1189,0.0107
S201601338,0.0503,0.0116
S201601341,0.0333,0.0138
S201601344,0.1038,0.0135
S201601347,0.0589,0.016
S201601350,0.0728,0.0118
S201601353,0.1301,0.0148
S201601356,0.0407,0.0157
S201601359,0.0952,0.012
S201601362,0.0661,0.0147
S201601365,0.1181,0.0134
S201601368,0.0542,0.014
S201601371,0.0417,0.0134
S201601374,0.0566,0.0106
S201601377,0.1108,0.0116
S201601380,0.0409,0.0158
S201601383,0.1416,0.0123
S201601386,0.1063,0.0106
S201601389,0.047,0.0153
S201601392,0.0428,0.0148
S201601395,0.0512,0.0134
S201601398,0.0263,0.0104
S201601401,0.0862,0.01
S201601404,0.0653,0.0106
S201601407,0.1417,0.0138
S201601410,0.0176,0.0125
S201601413,0.089,0.0113
S201601416,0.0565,0.0139
S201601419,0.0516,0.0133
S201601422,0.0294,0.0102
S201601425,0.0947,0.0145
S201601428,0.1083,0.0109
S201601431,0.2005,0.0115
S201601434,0.0442,0.0122
S201601437,0.0976,0.0115
S201601440,0.0438,0.0105
S201601443,0.0602,0.0132
S201601446,0.1006,0.0109
S201601449,0.1647,0.0134
S201601452,0.1348,0.0117
S201601455,0.0578,0.0144
S201601458,0.1628,0.0155
S201601461,0.1415,0.012
S201601464,0.1142,0.0126
S201601467,0.1097,0.0149
S201601470,0.0612,0.0127
S201601473,0.0922,0.0114
S201601476,0.0425,0.0112
S201601479,0.1127,0.0157
S201601482,0.0859,0.0116
S201601485,0.0579,0.0121
S201601488,0.0967,0.0129
S201601491,0.0201,0.0105
S201601494,0.0777,0.0127
S201601497,0.0432,0.0156
S201601500,0.0669,0.0134
S201601503,0.0957,0.011
S201601506,0.1007,0.0104
S201601509,0.0702,0.0139
S201601512,0.104,0.0151
S201601515,0.0509,0.0131
S201601518,0.0726,0.0108
S201601521,0.0413,0.013
S201601524,0.0967,0.0105
S201601527,0.1096,0.0155
S201601530,0.0922,0.0142
S201601533,0.1079,0.0122
S201601536,0.0598,0.0156
S201601539,0.1495,0.0127
S201601542,0.113,0.0102
S201601545,0.035,0.0103
S201601548,0.0169,0.0158
S201601551,0.1499,0.0154
S201601554,0.028,0.0118
S201601557,0.0678,0.0141
S201601560,0.1088,0.0146
S201601563,0.1307,0.0131
S201601566,0.1177,0.0117
S201601569,0.0492,0.0146
S201601572,0.1399,0.0146
S201601575,0.0614,0.0142
S201601578,0.1715,0.0116
S201601581,0.0698,0.0123
S201601584,0.0646,0.0142
S201601587,0.0942,0.0153
S201601590,0.0455,0.0112
S201601593,0.0707,0.0101
S201601596,0.0577,0.0105
S201601599,0.0383,0.0144
S201601602,0.097,0.0117
S201601605,0.1073,0.0103
S201601608,0.1161,0.0108
S201601611,0.1197,0.0102
S201601614,0.1507,0.0111
S201601617,0.0582,0.0145
S201601620,0.0528,0.0103
S201601623,0.0844,0.0144
S201601626,0.0879,0.0138
S201601629,0.1323,0.0128
S201601632,0.1146,0.0107
S201601635,0.0395,0.0147
S201601638,0.1568,0.0114
S201601641,0.148,0.0159
S201601644,0.0646,0.0145
S201601647,0.126,0.0127
S201601650,0.0934,0.0141
S201601653,0.0928,0.0141
S201601656,0.0485,0.0124
S201601659,0.1356,0.0129
S201601662,0.035,0.0134
S201601665,0.1132,0.0112
S201601668,0.0587,0.0127
S201601671,0.0346,0.0103
S201601674,0.051,0.0135
S201601677,0.0205,0.0124
S201601680,0.1143,0.0105
S201601683,0.142,0.0125
S201601686,0.0896,0.0124
S201601689,0.0858,0.0112
S201601692,0.1425,0.0116
S201601695,0.0488,0.0133
S201601698,0.0569,0.0148
S201601701,0.0996,0.0113
S201601704,0.0579,0.0159
S201601707,0.08,0.0128
S201601710,0.1106,0.0142
S201601713,0.1072,0.0152
S201601716,0.0455,0.0103
S201601719,0.0987,0.0127
S201601722,0.0972,0.0117
S201601725,0.0626,0.0146
S201601728,0.0957,0.0153
S201601731,0.0286,0.0159
S201601734,0.0975,0.0119
S201601737,0.0767,0.0129
S201601740,0.1197,0.0131
S201601743,0.1244,0.0119
S201601746,0.0618,0.0145
S201601749,0.1792,0.014
S201601752,0.0743,0.0142
S201601755,0.1235,0.0109
S201601758,0.1712,0.011
S201601761,0.0823,0.0136
S201601764,0.037,0.0103
S201601767,0.0568,0.0105
S201601770,0.051,0.0134
S201601773,0.1497,0.0102
S201601776,0.1248,0.013
S201601779,0.0796,0.014
S201601782,0.0948,0.0126
S201601785,0.1717,0.0111
S201601788,0.104,0.0111
S201601791,0.0989,0.0154
S201601794,0.0744,0.0128
S201601797,0.1232,0.0119
S201601800,0.1365,0.0126
S201601803,0.0827,0.015
S201601806,0.1065,0.0126
S201601809,0.162,0.0145
S201601812,0.0796,0.0158
S201601815,0.053,0.0111
S201601818,0.0591,0.0125
S201601821,0.1025,0.0145
S201601824,0.181,0.0159
S201601827,0.0287,0.0103
S201601830,0.0746,0.0101
S201601833,0.1294,0.014
S201601836,0.0401,0.0148
S201601839,0.1279,0.0142
S201601842,0.15,0.0106
S201601845,0.0689,0.0153
S201601848,0.138,0.0123
S201601851,0.1244,0.0117
S201601854,0.027,0.0132
S201601857,0.089,0.0136
S201601860,0.1428,0.0104
S201601863,0.1072,0.013
S201601866,0.0503,0.016
S201601869,0.0571,0.0144
S201601872,0.125,0.0121
S201601875,0.1042,0.0121
S201601878,0.0578,0.0144
S201601881,0.0638,0.0148
S201601884,0.0708,0.0119
S201601887,0.0527,0.0139
S201601890,0.0767,0.0156
S201601893,0.1255,0.0148
S201601896,0.0676,0.0104
S201601899,0.0329,0.0108
S201601902,0.0623,0.0138
S201601905,0.0696,0.0118
S201601908,0.1685,0.0116
S201601911,0.0746,0.0139
S201601914,0.0556,0.016
S201601917,0.058,0.0114
S201601920,0.0753,0.0152
S201601923,0.1223,0.012
S201601926,0.0383,0.0104
S201601929,0.0982,0.0109
S201601932,0.1629,0.0116
S201601935,0.1081,0.0108
S201601938,0.0584,0.0107
S201601941,0.0944,0.0142
S201601944,0.056,0.0137
S201601947,0.0417,0.0132
S201601950,0.1198,0.0125
S201601953,0.113,0.0132
S201601956,0.1646,0.0132
S201601959,0.05,0.0131
S201601962,0.1101,0.0101
S201601965,0.1136,0.0134
S201601968,0.1628,0.0126
S201601971,0.1201,0.013
S201601974,0.1437,0.0115
S201601977,0.1355,0.0155
S201601980,0.0486,0.0113
S201601983,0.1172,0.013
S201601986,0.1366,0.01
S201601989,0.0587,0.0128
S201601992,0.1071,0.0136
S201601995,0.1181,0.0142
S201601998,0.0414,0.0114
S201602001,0.1318,0.0124
S201602004,0.0862,0.0129
S201602007,0.0563,0.0109
S201602010,0.0783,0.0133
S201602013,0.1073,0.0125
S201602016,0.1739,0.0148
S201602019,0.0368,0.0104
S201602022,0.0692,0.0127
S201602025,0.1541,0.0157
S201602028,0.0573,0.0107
S201602031,0.0788,0.0109
S201602034,0.0741,0.0125
S201602037,0.0474,0.0139
S201602040,0.0278,0.0139
S201602043,0.0977,0.0135
S201602046,0.1097,0.0147
S201602049,0.1603,0.0133
S201602052,0.176,0.0122
S201602055,0.0606,0.0108
S201602058,0.0316,0.0119
S201602061,0.0359,0.0121
S201602064,0.0801,0.0116
S201602067,0.1129,0.0157
S201602070,0.0306,0.0144
S201602073,0.145,0.0105
S201602076,0.0328,0.0136
S201602079,0.1689,0.0118
S201602082,0.0417,0.012
S201602085,0.0543,0.011
S201602088,0.1489,0.0131
S201602091,0.1563,0.0142
