student_id,cohort,degree_level,major_primary,major_secondary,conferral_date,final_cum_gpa,honors
S201701579,2017,BS,Philosophy,Minor: Spanish,2021-05-22,3.45,
S201701585,2017,BS,Accounting,,2021-05-18,3.66,
S201701586,2017,BA,Kinesiology,,2022-05-13,3.78,
S201701587,2017,BS,Electrical Engineering,Minor: Music,2022-05-13,4.0,
S201701589,2017,BS,Communications,,2021-05-21,3.69,cum laude
S201701591,2017,BS,Computer Science,Minor: Math,2022-05-15,3.59,
S201701593,2017,BA,Anthropology,Minor: Spanish,2021-05-12,4.0,
S201701595,2017,BS,Chemistry,,2021-05-16,3.52,
S201701612,2017,BS,Nursing,,2022-05-12,3.65,
S201701616,2017,BS,Physics,,2021-05-23,4.0,cum laude
S201701617,2017,BS,Chemistry,,2021-05-23,3.5,magna cum laude
S201701618,2017,BA,Spanish,,2021-05-16,2.98,
S201701622,2017,BA,Economics,Minor: History,2021-05-17,3.65,
S201701632,2017,BA,Psychology,Minor: Spanish,2022-05-14,3.52,
S201701633,2017,BS,Management,,2022-05-14,3.43,
S201701635,2017,BS,Civil Engineering,Minor: Stats,2021-05-13,3.91,
S201701637,2017,BA,Public Health,,2022-05-19,3.26,cum laude
S201701639,2017,BA,Computer Science,,2021-05-16,2.47,
S201701642,2017,BA,Economics,Minor: Math,2021-05-12,3.84,
S201701645,2017,BA,Sociology,,2021-05-12,3.49,
S201701650,2017,BA,Economics,,2021-05-14,3.85,magna cum laude
S201701654,2017,BS,Electrical Engineering,Minor: History,2022-05-22,4.0,
S201701656,2017,BA,History,,2021-05-19,3.83,cum laude
S201701658,2017,BS,Finance,,2022-05-22,3.46,
S201701659,2017,BA,Economics,,2022-05-15,3.88,
S201701661,2017,BS,Management,Minor: Spanish,2021-05-19,4.0,cum laude
S201701663,2017,BA,Kinesiology,Minor: Music,2023-05-12,3.72,cum laude
S201701664,2017,BS,Accounting,,2021-05-18,2.67,
S201701665,2017,BA,Political Science,,2022-05-23,3.64,
S201701669,2017,BA,English,,2023-05-20,3.43,
S201701671,2017,BS,Undeclared,,2021-05-16,4.0,
S201701673,2017,BS,Civil Engineering,,2021-05-20,3.96,
S201701676,2017,BA,Sociology,Minor: Spanish,2021-05-17,3.22,
S201701684,2017,BS,Accounting,,2021-05-14,2.19,
S201701685,2017,BS,Mechanical Engineering,Minor: Math,2021-05-23,4.0,
S201701686,2017,BS,Physics,,2021-05-17,3.63,
S201701688,2017,BA,Political Science,Minor: Math,2022-05-12,3.28,
S201701707,2017,BS,Computer Science,,2023-05-23,2.69,
S201701708,2017,BS,Pre-Med,,2021-05-20,2.85,
S201701712,2017,BS,General Studies,Minor: Music,2021-05-15,3.56,
S201701714,2017,BA,Philosophy,,2021-05-22,3.08,
S201701715,2017,BS,Pre-Med,,2022-05-19,3.15,
S201701717,2017,BS,Management,Minor: Math,2022-05-23,4.0,
S201701718,2017,BS,Electrical Engineering,,2021-05-15,3.45,
S201701719,2017,BA,Spanish,,2022-05-12,4.0,
S201701720,2017,BS,Nursing,Minor: Math,2022-05-15,2.45,
S201701721,2017,BS,Public Health,Minor: Music,2022-05-22,3.46,
S201701724,2017,BS,Mechanical Engineering,,2021-05-16,3.86,
S201701728,2017,BA,Anthropology,Minor: History,2021-05-16,3.93,
S201701729,2017,BS,Education,,2021-05-14,3.42,magna cum laude
S201701732,2017,BS,Mechanical Engineering,,2021-05-20,3.39,
S201701733,2017,BA,Sociology,Minor: Math,2021-05-19,3.09,
S201701734,2017,BS,Electrical Engineering,,2021-05-15,3.81,
S201701739,2017,BS,Electrical Engineering,,2022-05-20,3.37,
S201701740,2017,BA,Economics,Minor: Stats,2021-05-13,3.66,
S201701746,2017,BS,Management,,2022-05-19,3.69,cum laude
S201701752,2017,BA,Philosophy,Minor: Stats,2021-05-13,3.39,
S201701753,2017,BS,Biomedical Engineering,,2021-05-14,3.73,summa cum laude
S201701759,2017,BS,Finance,Minor: Stats,2022-05-22,3.31,
S201701760,2017,BS,Education,,2022-05-17,3.58,
S201701761,2017,BS,Mathematics,Minor: Spanish,2021-05-20,3.86,
S201701762,2017,BA,History,,2022-05-19,3.93,summa cum laude
S201701764,2017,BA,Political Science,Minor: Music,2022-05-21,4.0,magna cum laude
S201701766,2017,BS,Management,Minor: Stats,2021-05-21,3.9,cum laude
S201701769,2017,BA,Sociology,,2021-05-23,2.77,
S201701772,2017,BS,Spanish,Minor: History,2021-05-23,4.0,
S201701773,2017,BA,Art History,,2022-05-20,3.29,magna cum laude
S201701777,2017,BS,Biology,,2021-05-18,3.58,
S201701780,2017,BS,Electrical Engineering,Minor: History,2021-05-14,3.49,
S201701782,2017,BA,Statistics,Minor: Music,2023-05-16,3.17,
S201701784,2017,BS,Physics,,2021-05-19,4.0,
S201701787,2017,BS,Economics-Bus,,2021-05-15,2.38,
S201701789,2017,BS,General Studies,,2021-05-16,2.9,
S201701795,2017,BA,Psychology,,2022-05-19,4.0,
S201701798,2017,BS,Undeclared,,2021-05-18,4.0,cum laude
S201701799,2017,BS,Pre-Med,,2022-05-12,3.47,
S201701802,2017,BS,Finance,,2021-05-18,4.0,magna cum laude
S201701803,2017,BS,Pre-Med,Minor: Spanish,2021-05-20,3.39,
S201701808,2017,BS,Nursing,,2021-05-15,2.92,
S201701820,2017,BA,Accounting,,2021-05-14,3.77,
S201701824,2017,BA,History,,2023-05-12,4.0,
S201701827,2017,BS,Nursing,Minor: Music,2022-05-18,3.86,cum laude
S201701833,2017,BS,Economics-Bus,,2021-05-13,4.0,
S201701834,2017,BA,Political Science,Minor: History,2023-05-18,3.7,
S201701835,2017,BS,Biomedical Engineering,,2021-05-17,2.92,
S201701836,2017,BS,Communications,,2022-05-16,3.63,
S201701837,2017,BS,Undeclared,Minor: History,2021-05-17,2.41,
S201701838,2017,BS,General Studies,,2023-05-22,3.73,
S201701841,2017,BS,Undeclared,Minor: Math,2022-05-22,4.0,magna cum laude
S201701843,2017,BS,Management,Minor: History,2022-05-13,4.0,
S201701848,2017,BA,Psychology,,2021-05-20,3.29,
S201701854,2017,BA,Psychology,Minor: Math,2021-05-23,4.0,
S201701856,2017,BS,Communications,Minor: Stats,2022-05-23,2.83,
S201701862,2017,BS,Statistics,Minor: Spanish,2022-05-21,3.66,
S201701863,2017,BS,Economics-Bus,,2022-05-13,3.93,
S201701867,2017,BS,Mechanical Engineering,,2021-05-13,3.41,
S201701868,2017,BS,Pre-Med,,2022-05-20,4.0,
S201701876,2017,BS,Mathematics,,2021-05-19,3.82,cum laude
S201701884,2017,BS,Biology,,2023-05-20,4.0,summa cum laude
S201701885,2017,BS,Computer Science,Minor: Spanish,2021-05-21,3.63,
S201701891,2017,BS,Public Health,Minor: Stats,2023-05-12,3.89,
S201701892,2017,BA,Psychology,,2023-05-14,3.25,
S201701893,2017,BS,Biomedical Engineering,,2022-05-14,4.0,magna cum laude
S201701897,2017,BS,Economics-Bus,,2022-05-14,4.0,cum laude
S201701900,2017,BS,Management,,2023-05-22,3.8,
S201701901,2017,BS,Economics-Bus,,2021-05-13,4.0,magna cum laude
S201701906,2017,BA,Art History,,2021-05-13,2.7,
S201701907,2017,BA,Art History,,2021-05-16,2.68,
S201701908,2017,BS,Electrical Engineering,Minor: Stats,2021-05-19,3.57,
S201701909,2017,BS,Kinesiology,Minor: Math,2021-05-12,2.94,
S201701910,2017,BS,Mechanical Engineering,,2022-05-18,2.81,cum laude
S201701915,2017,BA,Psychology,,2022-05-22,3.27,
S201701918,2017,BS,Psychology,Minor: Stats,2022-05-22,3.11,
S201701919,2017,BS,Electrical Engineering,Minor: Math,2021-05-20,3.52,
S201701923,2017,BS,Pre-Med,,2021-05-23,2.52,cum laude
S201701930,2017,BS,Kinesiology,,2021-05-18,3.93,
S201701934,2017,BS,Mechanical Engineering,,2021-05-20,4.0,
S201701937,2017,BA,Economics,Minor: History,2021-05-18,3.87,
S201701940,2017,BA,Art History,,2022-05-19,2.57,
S201701941,2017,BS,Computer Science,Minor: Spanish,2022-05-23,3.45,
S201701942,2017,BS,Mathematics,Minor: History,2021-05-21,3.36,
S201701943,2017,BS,Mathematics,,2023-05-17,2.71,cum laude
S201701947,2017,BS,Civil Engineering,Minor: Spanish,2021-05-18,2.66,
S201701955,2017,BS,Electrical Engineering,,2021-05-21,3.43,
S201701961,2017,BA,Public Health,Minor: Spanish,2021-05-17,3.66,
S201701967,2017,BS,Finance,Minor: Music,2023-05-20,4.0,
S201701970,2017,BS,Chemistry,,2021-05-13,3.75,
S201701974,2017,BS,Biology,Minor: Math,2021-05-20,4.0,
S201701978,2017,BA,Education,Minor: Stats,2022-05-23,3.82,
S201701982,2017,BS,Statistics,,2021-05-23,3.85,cum laude
S201701985,2017,BS,Electrical Engineering,Minor: Music,2021-05-19,3.89,cum laude
S201701988,2017,BS,Undeclared,,2022-05-16,2.7,
S201701989,2017,BS,Kinesiology,Minor: Music,2021-05-16,3.76,cum laude
S201701993,2017,BA,Mathematics,Minor: Stats,2022-05-13,3.44,cum laude
S201701995,2017,BS,Undeclared,,2022-05-15,3.72,
S201701997,2017,BA,Philosophy,Minor: History,2021-05-14,3.46,
S201701999,2017,BS,Mathematics,Minor: History,2023-05-21,3.65,
S201702008,2017,BA,Spanish,,2021-05-19,3.4,
S201702011,2017,BS,Nursing,,2023-05-22,3.66,
S201702015,2017,BS,Accounting,,2022-05-21,2.32,
S201702017,2017,BS,Anthropology,Minor: Math,2022-05-22,3.2,magna cum laude
S201702020,2017,BA,Economics,,2022-05-22,2.77,
S201702026,2017,BS,Spanish,Minor: History,2022-05-18,3.64,cum laude
S201702029,2017,BS,Physics,,2021-05-23,4.0,
S201702030,2017,BS,Mathematics,,2022-05-13,3.65,magna cum laude
S201702032,2017,BS,Public Health,,2022-05-22,2.98,
S201702033,2017,BS,General Studies,Minor: Stats,2021-05-14,4.0,
S201702037,2017,BS,Statistics,Minor: Math,2022-05-18,2.54,cum laude
S201702041,2017,BS,Computer Science,,2022-05-13,3.32,
S201702042,2017,BS,Management,,2022-05-20,2.55,
S201702043,2017,BS,Finance,,2021-05-23,3.2,
S201702044,2017,BA,Sociology,Minor: History,2021-05-20,3.81,cum laude
S201702050,2017,BS,Marketing,,2021-05-16,3.56,
S201702052,2017,BS,Mathematics,,2021-05-15,3.85,
S201702054,2017,BS,Spanish,,2021-05-19,3.62,
S201702057,2017,BS,Marketing,,2021-05-17,3.33,
S201702061,2017,BS,Management,,2021-05-23,4.0,
S201702068,2017,BS,Nursing,,2021-05-20,3.48,
S201702069,2017,BS,Management,,2023-05-14,3.38,cum laude
S201702077,2017,BS,Finance,,2021-05-21,3.74,
S201702078,2017,BA,Political Science,Minor: Stats,2022-05-18,3.27,cum laude
S201702079,2017,BS,Finance,Minor: Stats,2021-05-19,3.51,cum laude
S201702081,2017,BS,Nursing,Minor: Stats,2022-05-18,3.78,
S201702082,2017,BA,English,,2022-05-12,4.0,
S201702089,2017,BS,Chemistry,,2022-05-15,4.0,
S201702091,2017,BS,General Studies,Minor: Music,2021-05-22,2.25,
S201702092,2017,BA,Political Science,,2021-05-12,3.56,
S201702096,2017,BS,Biomedical Engineering,,2023-05-14,4.0,
S201702101,2017,BS,Public Health,,2021-05-19,2.82,
S201702103,2017,BS,Pre-Med,,2021-05-16,3.78,
S201702104,2017,BS,Statistics,,2021-05-18,3.63,
S201702105,2017,BA,English,,2022-05-17,3.46,
S201702106,2017,BS,Mechanical Engineering,Minor: History,2022-05-14,3.24,
S201702107,2017,BS,Mathematics,,2021-05-18,3.77,
S201702109,2017,BS,Electrical Engineering,Minor: Math,2021-05-18,3.63,
S201702113,2017,BA,Economics,,2021-05-12,2.84,
S201702116,2017,BS,Economics,Minor: Spanish,2022-05-15,3.93,
S201702117,2017,BS,Physics,,2021-05-17,3.77,
S201702119,2017,BS,Economics-Bus,,2022-05-13,3.07,
S201702127,2017,BS,Mechanical Engineering,,2022-05-15,3.81,
S201702131,2017,BS,Mathematics,,2022-05-23,4.0,magna cum laude
S201702132,2017,BS,Computer Science,,2021-05-19,3.7,
S201702135,2017,BS,Public Health,,2022-05-17,3.75,
S201702138,2017,BS,Economics-Bus,,2021-05-21,4.0,
S201702140,2017,BS,Electrical Engineering,,2021-05-12,3.79,summa cum laude
S201702142,2017,BS,Pre-Med,,2021-05-17,3.12,
S201702145,2017,BS,Nursing,,2021-05-12,3.67,
S201702146,2017,BA,Accounting,Minor: Math,2022-05-19,3.26,
S201702152,2017,BS,General Studies,Minor: Stats,2021-05-23,3.96,
S201702154,2017,BS,Accounting,,2021-05-17,3.41,
S201702155,2017,BA,Political Science,Minor: Stats,2022-05-15,3.03,
S201702157,2017,BA,English,Minor: Spanish,2021-05-15,4.0,
S201702158,2017,BS,Marketing,,2022-05-17,3.69,
S201702161,2017,BS,Spanish,,2021-05-22,4.0,
S201702162,2017,BA,Finance,,2022-05-21,3.24,
S201702165,2017,BS,Mechanical Engineering,Minor: Math,2021-05-15,3.21,magna cum laude
S201702167,2017,BS,Nursing,,2023-05-13,3.81,
S201702169,2017,BS,Computer Science,,2021-05-22,3.32,
S201702170,2017,BS,Accounting,,2021-05-22,3.99,summa cum laude
S201702172,2017,BS,Physics,Minor: Math,2022-05-21,3.72,
S201702177,2017,BS,Finance,,2022-05-22,3.81,
S201702183,2017,BS,Communications,,2022-05-17,3.13,
S201702187,2017,BS,Economics,Minor: History,2022-05-22,3.94,
S201702188,2017,BS,Management,,2021-05-19,3.12,
S201702189,2017,BS,Undeclared,Minor: Math,2021-05-18,3.32,
S201702196,2017,BS,Physics,,2022-05-12,3.26,
S201702197,2017,BS,General Studies,,2022-05-12,4.0,
S201702199,2017,BS,Education,,2021-05-13,2.41,
S201702200,2017,BS,Management,,2021-05-16,3.09,cum laude
S201702203,2017,BS,General Studies,,2021-05-23,3.01,
S201702205,2017,BA,Economics,Minor: Spanish,2021-05-18,3.4,
S201702207,2017,BS,Kinesiology,Minor: Music,2021-05-17,3.35,
S201702208,2017,BS,Mathematics,,2021-05-18,2.73,cum laude
S201702209,2017,BS,Electrical Engineering,Minor: Stats,2021-05-15,3.72,
S201702212,2017,BS,Pre-Med,Minor: Spanish,2022-05-12,4.0,summa cum laude
S201702215,2017,BA,Spanish,,2022-05-15,3.31,cum laude
S201702216,2017,BS,Economics-Bus,Minor: Music,2023-05-20,2.91,
S201702218,2017,BS,General Studies,,2022-05-17,3.38,
S201702219,2017,BS,Pre-Med,Minor: History,2021-05-21,3.33,
S201702223,2017,BS,Public Health,Minor: Music,2021-05-16,3.28,
S201702229,2017,BA,Anthropology,Minor: Math,2021-05-12,3.63,magna cum laude
S201702238,2017,BS,Nursing,Minor: History,2022-05-19,3.07,magna cum laude
S201702240,2017,BA,Spanish,,2022-05-17,3.5,
S201702242,2017,BS,Communications,Minor: Math,2021-05-13,3.0,
S201702243,2017,BS,Civil Engineering,,2021-05-22,4.0,magna cum laude
S201702247,2017,BA,Sociology,Minor: Math,2021-05-16,4.0,cum laude
S201702249,2017,BS,Statistics,,2021-05-18,3.89,
S201702252,2017,BS,Civil Engineering,,2022-05-15,3.66,
S201702254,2017,BS,Nursing,Minor: Spanish,2021-05-12,4.0,magna cum laude
S201702257,2017,BA,Anthropology,,2021-05-19,3.63,
S201702258,2017,BA,Art History,,2021-05-15,3.42,
S201702260,2017,BS,General Studies,Minor: History,2021-05-22,4.0,cum laude
S201702263,2017,BS,Marketing,,2021-05-13,3.76,cum laude
S201702267,2017,BA,Economics,,2021-05-17,3.48,
S201702268,2017,BS,Economics-Bus,,2022-05-15,3.98,
S201702276,2017,BS,Kinesiology,,2022-05-12,2.55,
S201702279,2017,BS,Public Health,,2022-05-12,4.0,
S201702281,2017,BS,Statistics,Minor: Spanish,2021-05-21,3.11,
S201702286,2017,BA,Psychology,,2021-05-21,3.26,magna cum laude
S201702288,2017,BS,Management,,2021-05-15,3.61,
S201702296,2017,BS,Electrical Engineering,,2023-05-17,3.2,
S201702302,2017,BS,Nursing,Minor: Math,2021-05-13,3.88,
S201702304,2017,BA,Economics,,2022-05-15,3.48,
S201702309,2017,BA,Economics,,2022-05-20,4.0,cum laude
S201702311,2017,BS,Finance,Minor: Spanish,2022-05-18,3.9,
S201702312,2017,BS,Chemistry,Minor: Stats,2021-05-22,3.46,summa cum laude
S201702319,2017,BS,Nursing,,2021-05-17,3.05,
S201702321,2017,BS,Undeclared,Minor: Stats,2021-05-14,3.5,
S201702322,2017,BS,Biomedical Engineering,,2022-05-15,4.0,
S201702325,2017,BA,Computer Science,,2022-05-22,3.24,magna cum laude
S201702326,2017,BA,English,,2021-05-13,2.6,
S201702328,2017,BS,Management,,2022-05-16,3.83,
S201702329,2017,BS,Finance,,2022-05-23,2.91,
S201702330,2017,BS,Public Health,,2021-05-22,3.05,
S201702331,2017,BS,General Studies,Minor: Spanish,2021-05-22,4.0,
S201702332,2017,BS,Undeclared,Minor: Stats,2023-05-17,4.0,summa cum laude
S201702333,2017,BS,Marketing,,2021-05-19,3.47,magna cum laude
S201702335,2017,BS,Finance,,2022-05-12,3.4,
S201702336,2017,BS,Finance,,2021-05-16,2.79,
S201702342,2017,BS,Marketing,Minor: Spanish,2022-05-15,3.83,
S201702348,2017,BA,Kinesiology,,2022-05-20,3.37,cum laude
S201702351,2017,BA,Art History,,2021-05-14,3.28,magna cum laude
S201702352,2017,BA,Sociology,Minor: Stats,2021-05-23,3.9,magna cum laude
S201702354,2017,BS,Accounting,,2022-05-20,3.2,cum laude
S201702356,2017,BS,Undeclared,,2021-05-17,3.28,
S201702358,2017,BA,Spanish,,2022-05-22,3.86,magna cum laude
S201702363,2017,BA,Management,,2021-05-19,4.0,
S201702364,2017,BS,Statistics,,2022-05-21,3.74,
S201702368,2017,BS,Computer Science,,2022-05-23,3.15,
S201702369,2017,BS,Mechanical Engineering,,2021-05-14,3.73,cum laude
S201702378,2017,BA,Economics,,2022-05-13,3.83,cum laude
S201702382,2017,BA,Economics,,2022-05-20,3.35,
S201702383,2017,BA,English,,2021-05-15,4.0,
S201702389,2017,BA,History,Minor: Stats,2021-05-12,3.09,
S201702393,2017,BA,Philosophy,,2022-05-17,4.0,
S201702396,2017,BA,English,Minor: Math,2021-05-17,3.06,
S201702397,2017,BS,General Studies,Minor: Math,2021-05-23,3.66,
S201702400,2017,BS,Kinesiology,Minor: Stats,2021-05-13,3.99,
S201702409,2017,BS,Kinesiology,,2021-05-12,3.73,
S201702419,2017,BA,Psychology,,2023-05-16,3.24,magna cum laude
S201702423,2017,BA,Psychology,,2022-05-17,3.41,
S201702429,2017,BS,Philosophy,Minor: Stats,2023-05-14,2.89,
S201702431,2017,BS,Biomedical Engineering,,2021-05-22,3.8,
S201702433,2017,BS,Marketing,Minor: Music,2022-05-20,2.71,cum laude
S201702436,2017,BS,Pre-Med,,2021-05-15,3.67,
S201702439,2017,BS,Computer Science,Minor: Spanish,2023-05-19,3.29,
S201702440,2017,BS,Statistics,Minor: History,2022-05-16,2.6,
S201702441,2017,BS,Communications,Minor: Math,2021-05-16,3.73,
S201702443,2017,BS,Physics,Minor: Music,2021-05-13,3.27,
S201702445,2017,BS,Biomedical Engineering,,2021-05-20,2.88,
S201702446,2017,BS,Nursing,,2021-05-12,3.87,
S201702450,2017,BS,Communications,Minor: Stats,2021-05-19,3.05,cum laude
S201702451,2017,BS,Physics,,2022-05-23,3.92,cum laude
S201702453,2017,BS,Public Health,,2021-05-15,2.92,
S201702454,2017,BS,Chemistry,Minor: Spanish,2023-05-15,2.66,
S201702456,2017,BS,Pre-Med,,2022-05-12,3.35,
S201702460,2017,BS,Education,,2021-05-23,3.51,
S201702462,2017,BS,Accounting,,2022-05-14,3.23,
S201702466,2017,BS,Spanish,Minor: Math,2023-05-18,3.36,
S201702468,2017,BS,Economics-Bus,,2021-05-16,4.0,cum laude
S201702469,2017,BS,Civil Engineering,,2022-05-18,3.17,
S201702471,2017,BA,Physics,Minor: History,2021-05-15,4.0,
S201702480,2017,BS,Finance,,2022-05-22,3.77,cum laude
S201702489,2017,BA,Chemistry,Minor: History,2021-05-15,3.12,
S201702490,2017,BS,Biomedical Engineering,Minor: History,2021-05-21,4.0,
S201702491,2017,BA,English,,2022-05-16,4.0,cum laude
S201702492,2017,BS,Nursing,,2021-05-21,4.0,
S201702493,2017,BS,Kinesiology,Minor: Math,2021-05-18,3.96,
S201702512,2017,BS,Biomedical Engineering,,2022-05-13,3.16,
S201702515,2017,BS,Education,Minor: Music,2021-05-19,2.45,
S201702519,2017,BS,Finance,,2021-05-21,2.58,
S201702521,2017,BS,Pre-Med,Minor: Math,2021-05-14,3.32,
S201702524,2017,BA,History,Minor: Music,2022-05-16,3.31,
S201702526,2017,BS,Education,,2022-05-21,4.0,summa cum laude
S201702528,2017,BS,Public Health,,2022-05-19,3.7,
S201702529,2017,BS,Communications,,2022-05-20,3.87,
S201702530,2017,BS,Education,,2021-05-12,4.0,cum laude
S201702531,2017,BA,Economics,,2022-05-19,3.58,
S201702532,2017,BS,Nursing,,2021-05-21,4.0,magna cum laude
S201702535,2017,BS,Mechanical Engineering,,2022-05-14,3.91,magna cum laude
S201702539,2017,BA,Psychology,Minor: Math,2022-05-22,3.63,
S201702540,2017,BS,Chemistry,,2023-05-23,3.49,cum laude
S201702544,2017,BS,Public Health,,2022-05-21,3.73,cum laude
S201702545,2017,BS,Chemistry,Minor: History,2021-05-14,3.21,
S201702546,2017,BS,Biology,Minor: History,2022-05-14,3.0,
S201702547,2017,BS,Biology,,2021-05-20,4.0,
S201702548,2017,BS,Undeclared,Minor: Math,2023-05-14,2.72,
S201702550,2017,BS,Education,Minor: Math,2022-05-13,2.96,
S201702554,2017,BS,Management,,2021-05-14,3.91,
S201702563,2017,BS,Physics,,2021-05-15,3.3,
S201702566,2017,BA,Sociology,,2021-05-22,3.76,
S201702570,2017,BS,Mechanical Engineering,,2021-05-16,3.55,
S201702572,2017,BS,Nursing,,2021-05-16,3.44,
S201702573,2017,BA,Economics,Minor: History,2022-05-15,3.43,cum laude
S201702576,2017,BS,Electrical Engineering,,2021-05-20,3.6,
S201702577,2017,BA,Kinesiology,,2021-05-16,4.0,
S201702582,2017,BS,Sociology,,2021-05-16,3.12,
S201702583,2017,BS,Pre-Med,,2021-05-22,4.0,
S201702588,2017,BS,Kinesiology,,2021-05-13,3.98,
S201702589,2017,BS,Physics,Minor: Stats,2022-05-16,4.0,
S201702591,2017,BS,Finance,Minor: Math,2022-05-14,4.0,cum laude
S201702599,2017,BS,Marketing,,2022-05-17,4.0,
S201702600,2017,BS,Pre-Med,,2022-05-16,3.31,
S201702605,2017,BS,Chemistry,Minor: Stats,2021-05-20,3.01,
S201702606,2017,BS,Statistics,Minor: Math,2023-05-16,3.6,
S201702607,2017,BS,Electrical Engineering,Minor: Stats,2021-05-18,4.0,
S201702609,2017,BS,Mechanical Engineering,,2023-05-13,3.13,
S201702610,2017,BS,Management,Minor: Spanish,2021-05-22,3.47,cum laude
S201702612,2017,BS,Undeclared,Minor: Music,2021-05-16,3.77,cum laude
S201702613,2017,BS,Marketing,,2023-05-17,3.55,
S201702622,2017,BS,Nursing,,2022-05-14,3.56,
S201702624,2017,BS,Nursing,Minor: Stats,2021-05-22,3.63,magna cum laude
S201702625,2017,BS,Economics,Minor: Music,2023-05-22,2.99,
S201702626,2017,BS,History,,2021-05-23,3.56,
S201702627,2017,BA,Biomedical Engineering,Minor: Spanish,2022-05-18,3.47,
S201702628,2017,BA,Biology,,2022-05-22,3.09,
S201702629,2017,BS,Finance,,2021-05-20,3.37,
S201702633,2017,BS,Nursing,,2022-05-19,2.98,
S201702637,2017,BS,Pre-Med,,2022-05-21,4.0,
S201702640,2017,BS,Communications,,2022-05-14,2.7,
S201702643,2017,BA,Political Science,,2021-05-18,3.78,
S201702644,2017,BA,Political Science,,2021-05-20,4.0,cum laude
S201702646,2017,BA,General Studies,,2021-05-14,2.95,cum laude
S201702650,2017,BS,Civil Engineering,,2021-05-13,2.75,
S201702652,2017,BS,Biology,,2021-05-21,4.0,
S201702654,2017,BA,Spanish,,2021-05-15,3.47,
S201702655,2017,BS,Biology,,2021-05-22,3.51,
S201702658,2017,BS,Finance,Minor: Stats,2021-05-18,4.0,
S201702659,2017,BS,Finance,Minor: Spanish,2021-05-22,3.7,magna cum laude
S201702661,2017,BS,Computer Science,,2021-05-18,4.0,
S201702662,2017,BS,Biomedical Engineering,,2022-05-20,4.0,
S201702664,2017,BS,Marketing,Minor: Math,2022-05-18,3.05,
S201702665,2017,BA,Marketing,Minor: Music,2021-05-16,4.0,
S201702667,2017,BS,Management,Minor: Math,2021-05-20,4.0,cum laude
S201702669,2017,BS,Nursing,,2021-05-20,2.3,magna cum laude
S201702671,2017,BS,Education,,2022-05-22,3.58,
S201702672,2017,BS,Marketing,,2021-05-15,4.0,summa cum laude
S201702673,2017,BS,General Studies,,2021-05-19,3.19,
S201702674,2017,BA,Marketing,Minor: Math,2023-05-13,3.64,
S201702676,2017,BS,Pre-Med,,2021-05-17,4.0,
S201702677,2017,BA,Public Health,,2022-05-16,3.07,magna cum laude
S201702678,2017,BS,Accounting,,2021-05-23,3.35,
S201702683,2017,BS,Biomedical Engineering,Minor: Stats,2021-05-13,3.3,cum laude
S201702684,2017,BS,Economics-Bus,,2021-05-23,2.88,cum laude
S201702697,2017,BS,Statistics,,2021-05-19,3.32,
S201702700,2017,BS,Mathematics,Minor: Music,2022-05-21,3.64,
S201702708,2017,BS,Computer Science,Minor: Spanish,2021-05-18,3.87,
S201702710,2017,BA,Spanish,Minor: History,2021-05-17,3.7,
S201702714,2017,BA,Physics,,2022-05-17,3.53,
S201702721,2017,BS,Biology,,2021-05-17,4.0,
S201702722,2017,BS,Kinesiology,,2022-05-18,3.52,
S201702724,2017,BS,Public Health,Minor: Stats,2023-05-22,3.83,
S201702725,2017,BS,Nursing,Minor: Stats,2021-05-14,3.07,
S201702733,2017,BS,Chemistry,,2022-05-22,2.52,
S201702736,2017,BA,Education,,2021-05-16,3.86,magna cum laude
S201702738,2017,BS,Civil Engineering,,2022-05-18,2.49,
S201702740,2017,BA,Political Science,Minor: Math,2021-05-23,3.98,
S201702749,2017,BS,Psychology,Minor: Music,2021-05-16,3.78,
S201702750,2017,BS,Electrical Engineering,,2022-05-19,3.74,
S201702757,2017,BA,Sociology,Minor: Math,2021-05-20,4.0,cum laude
S201702759,2017,BA,Psychology,,2022-05-19,3.86,
S201702762,2017,BS,Civil Engineering,,2021-05-21,3.1,
S201702763,2017,BS,Economics-Bus,Minor: History,2021-05-22,3.23,
S201702765,2017,BA,Economics,,2021-05-20,2.77,
S201702769,2017,BS,General Studies,,2021-05-19,3.29,
S201702770,2017,BS,Finance,,2021-05-12,3.92,
S201702775,2017,BS,Statistics,,2023-05-19,3.53,
S201702777,2017,BS,Chemistry,,2021-05-14,3.95,
S201702778,2017,BS,Art History,,2023-05-23,3.03,
S201702795,2017,BS,Accounting,Minor: Math,2021-05-16,3.14,
S201702796,2017,BA,English,Minor: Spanish,2021-05-13,3.63,
S201702797,2017,BA,History,Minor: Stats,2021-05-22,3.78,
S201702799,2017,BS,Pre-Med,,2021-05-17,3.97,
S201702802,2017,BS,Pre-Med,Minor: Math,2021-05-23,2.28,
S201702803,2017,BS,Pre-Med,,2021-05-19,4.0,
S201702808,2017,BS,Finance,,2022-05-17,3.41,
S201702811,2017,BS,Communications,Minor: Math,2021-05-12,3.62,
S201702812,2017,BS,Management,Minor: Music,2021-05-17,3.55,
S201702816,2017,BS,Biology,,2021-05-19,3.6,
S201702818,2017,BA,Economics,,2021-05-17,3.76,summa cum laude
S201702821,2017,BS,Kinesiology,Minor: Spanish,2021-05-23,3.63,
S201702823,2017,BS,Management,,2021-05-14,3.25,summa cum laude
S201702830,2017,BS,Biology,,2023-05-20,3.83,summa cum laude
