graduate_id,institution_id,cohort_year,field_of_study,age_at_grad,female,cum_gpa,first_gen,rural_origin,low_income_q,internship_months,high_demand_field,risk_score,eligible_z,enrolled_d,y_match_6m,y_quality_6m,y_stability_12m
G2018000799,U07,2021,SOC,26.3,0,3.776,0,0,0,1,0,36.688,0,0,83.09,1,1
G2018000800,U01,2018,STEM,21.6,1,3.556,1,0,0,4,1,19.865,0,0,61.88,1,1
G2018000801,U08,2018,SOC,26.4,1,3.31,1,0,0,1,0,45.752,0,0,61.63,0,1
G2018000802,U06,2019,STEM,27.6,0,4.0,1,0,1,2,1,23.468,0,0,70.06,1,1
G2018000803,U07,2018,BUS,22.6,1,3.099,0,0,0,2,0,23.156,0,0,53.39,1,0
G2018000804,U01,2022,STEM,28.3,1,2.996,0,0,1,1,1,30.895,0,0,50.03,1,1
G2018000805,U08,2022,STEM,24.6,1,2.86,1,1,1,2,0,42.246,0,0,76.28,0,0
G2018000806,U05,2022,STEM,24.4,1,3.234,0,0,0,1,0,47.459,0,0,55.25,0,0
G2018000807,U03,2018,HLT,21.7,1,3.108,0,0,0,2,1,51.239,0,1,83.52,1,1
G2018000808,U07,2018,STEM,26.3,1,2.906,0,0,0,1,1,48.337,0,0,57.23,1,1
G2018000809,U05,2019,HUM,21.9,0,3.723,0,0,0,1,0,14.227,0,1,77.09,1,1
G2018000810,U06,2019,SOC,24.0,0,3.475,1,0,0,0,0,20.875,0,1,58.47,1,1
G2018000811,U01,2020,BUS,24.6,1,3.003,0,1,1,2,0,38.53,0,1,66.71,1,1
G2018000812,U05,2021,SOC,24.8,0,2.957,0,0,0,2,0,48.763,0,1,71.74,0,1
G2018000813,U06,2019,SOC,27.4,0,2.981,0,0,1,3,0,15.468,0,0,58.82,1,1
G2018000814,U01,2021,STEM,22.4,1,3.117,0,0,1,2,0,36.637,0,0,57.67,1,1
G2018000815,U08,2020,BUS,21.4,0,3.19,0,1,0,4,0,25.824,0,0,76.47,0,1
G2018000816,U04,2020,HLT,24.1,0,3.3,1,0,1,2,0,10.145,0,0,79.48,1,1
G2018000817,U04,2019,SOC,25.8,0,3.272,0,0,1,0,0,20.572,0,1,77.34,1,1
G2018000818,U04,2018,BUS,23.1,0,2.633,0,0,1,1,0,64.587,0,0,60.92,1,1
G2018000819,U03,2018,BUS,23.5,0,3.176,0,0,1,2,0,35.919,0,0,64.12,1,0
G2018000820,U08,2022,SOC,28.8,0,3.073,0,1,0,6,0,34.028,0,0,76.35,1,1
G2018000821,U01,2021,SOC,26.4,0,4.0,0,0,0,2,0,36.24,0,0,73.51,1,1
G2018000822,U07,2019,BUS,24.1,0,3.186,0,1,1,1,0,25.924,0,0,58.43,1,0
G2018000823,U07,2021,STEM,25.4,1,2.209,0,0,0,6,1,46.926,0,0,44.1,1,0
G2018000824,U06,2022,SOC,22.5,0,3.258,0,0,1,8,0,3.105,0,0,74.7,1,0
G2018000825,U03,2021,SOC,22.8,1,3.387,0,1,0,2,0,66.915,0,0,59.37,0,1
G2018000826,U01,2018,BUS,24.5,1,2.978,0,0,0,1,0,56.596,0,0,54.12,0,1
G2018000827,U08,2019,HLT,26.2,0,2.573,1,1,0,2,0,22.619,0,0,63.78,1,1
G2018000828,U05,2020,STEM,23.8,1,2.771,0,0,0,0,1,5.864,0,0,54.65,1,1
G2018000829,U05,2022,STEM,23.5,1,3.858,1,0,0,2,1,28.318,0,1,74.62,1,1
G2018000830,U04,2021,BUS,24.2,1,2.599,0,1,1,1,0,19.663,0,0,57.66,0,0
G2018000831,U08,2021,SOC,26.5,1,3.034,0,1,0,1,0,12.038,0,0,53.95,1,0
G2018000832,U07,2019,BUS,23.5,0,3.491,0,0,1,5,0,58.942,0,0,72.82,1,1
G2018000833,U04,2022,STEM,26.2,0,2.684,0,0,0,0,1,8.379,0,0,48.02,1,0
G2018000834,U07,2022,STEM,24.5,0,3.067,0,1,0,1,1,31.266,0,0,63.13,1,1
G2018000835,U08,2018,BUS,27.6,0,3.051,0,0,1,3,0,31.47,0,0,73.93,0,1
G2018000836,U05,2018,HUM,27.2,0,3.068,0,0,1,4,0,17.275,0,0,62.34,1,1
G2018000837,U04,2021,HUM,25.3,0,3.285,0,0,0,1,0,9.174,0,0,61.86,1,1
G2018000838,U08,2019,STEM,22.7,0,2.424,0,0,0,2,1,31.851,0,0,66.35,0,1
G2018000839,U02,2020,BUS,24.3,0,3.126,1,1,1,4,0,33.328,0,0,64.02,1,1
G2018000840,U08,2019,SOC,24.7,1,3.182,0,0,0,0,0,50.59,0,0,52.95,1,1
G2018000841,U05,2022,BUS,25.1,0,2.35,0,0,0,6,0,41.427,0,1,90.18,0,1
G2018000842,U02,2021,HLT,25.9,0,3.577,0,0,1,1,0,28.59,0,0,63.6,1,0
G2018000843,U03,2022,HLT,26.3,0,3.422,0,0,0,3,1,13.868,0,0,84.55,1,1
G2018000844,U07,2020,SOC,26.9,0,2.941,0,0,0,1,0,16.255,0,0,62.83,1,1
G2018000845,U01,2019,SOC,23.1,1,2.973,1,0,0,4,0,38.834,0,0,63.33,1,0
G2018000846,U07,2022,STEM,22.5,1,2.253,0,0,0,5,0,27.863,0,0,69.56,1,1
G2018000847,U01,2020,EDU,24.3,1,2.977,0,0,0,1,0,22.928,0,0,78.64,1,1
G2018000848,U03,2020,STEM,22.6,0,3.547,0,1,0,3,0,67.415,0,0,61.17,1,0
G2018000849,U03,2020,STEM,23.4,1,2.764,0,0,1,1,1,24.29,0,1,81.09,1,1
G2018000850,U06,2022,SOC,22.8,1,3.282,0,0,0,2,0,7.507,0,0,61.61,1,1
G2018000851,U01,2020,HUM,23.2,0,3.411,1,0,0,3,0,30.608,0,0,57.21,1,1
G2018000852,U02,2021,STEM,23.5,0,2.951,0,0,0,0,0,21.294,0,0,53.79,1,1
G2018000853,U07,2020,BUS,24.2,1,3.824,0,0,0,2,0,9.052,0,0,69.35,1,1
G2018000854,U06,2018,BUS,26.4,1,2.499,0,0,1,0,0,53.921,0,0,54.72,0,0
G2018000855,U03,2018,BUS,24.3,1,2.688,0,0,1,1,0,41.479,0,1,67.25,1,1
G2018000856,U07,2019,SOC,23.2,1,3.597,0,0,0,3,0,26.894,0,0,60.81,1,1
G2018000857,U01,2021,STEM,27.7,1,2.995,1,0,0,2,0,54.297,0,0,57.04,1,0
G2018000858,U05,2020,EDU,23.9,1,3.092,0,1,1,2,0,37.637,0,0,62.63,1,0
G2018000859,U07,2020,HLT,21.6,0,2.506,1,0,1,1,0,31.673,0,0,50.14,0,0
G2018000860,U02,2022,SOC,25.1,1,2.997,1,0,0,1,0,30.142,0,0,52.21,1,1
G2018000861,U07,2018,EDU,25.6,0,3.346,0,0,0,2,0,14.418,0,0,75.99,1,1
G2018000862,U04,2019,STEM,22.5,0,2.538,0,1,0,1,1,9.503,0,0,50.32,1,1
G2018000863,U04,2021,BUS,25.2,1,3.235,0,0,0,2,0,0.59,0,0,61.38,1,1
G2018000864,U07,2018,BUS,24.8,1,3.033,0,0,0,2,0,17.46,0,0,74.28,1,1
G2018000865,U03,2020,HLT,26.4,0,2.394,0,1,0,2,1,38.105,0,0,56.72,1,1
G2018000866,U03,2021,EDU,29.0,1,2.645,0,0,0,2,0,34.431,0,1,52.38,1,1
G2018000867,U03,2019,STEM,23.7,1,2.765,0,0,0,3,1,45.918,0,0,57.71,0,0
G2018000868,U08,2021,STEM,27.9,0,3.103,1,1,0,3,1,22.255,0,0,51.98,0,1
G2018000869,U02,2018,BUS,24.4,0,3.242,0,1,0,3,0,26.349,0,0,51.65,1,1
G2018000870,U01,2018,STEM,25.9,0,3.29,0,0,1,3,1,26.07,0,0,52.52,1,1
G2018000871,U07,2021,HUM,24.4,0,2.571,1,0,0,2,0,41.361,0,0,58.19,1,0
G2018000872,U06,2020,SOC,27.0,0,3.069,0,0,1,1,0,47.453,0,1,61.68,1,1
G2018000873,U08,2021,BUS,27.0,1,3.275,0,0,1,2,0,21.725,0,0,57.34,0,0
G2018000874,U01,2018,EDU,28.9,1,2.832,0,0,1,3,0,48.201,0,0,78.24,1,0
G2018000875,U07,2020,STEM,23.4,0,3.612,0,0,0,2,1,22.911,0,0,62.6,1,1
G2018000876,U02,2021,SOC,26.7,1,3.241,0,1,1,3,0,21.708,0,1,75.06,1,1
G2018000877,U07,2018,HLT,28.9,1,2.918,0,1,1,3,1,33.371,0,0,80.64,1,0
G2018000878,U07,2020,SOC,26.8,0,3.084,0,1,1,3,0,20.904,0,1,76.12,1,1
G2018000879,U03,2021,SOC,26.2,0,2.322,0,1,0,2,0,39.588,0,1,89.09,1,1
G2018000880,U03,2018,SOC,21.0,1,3.358,0,0,1,4,0,3.142,0,0,69.92,1,1
G2018000881,U04,2019,BUS,23.2,0,3.013,0,1,0,2,0,30.383,0,0,72.18,1,1
G2018000882,U05,2021,STEM,22.8,0,3.421,0,0,0,3,0,19.49,0,0,58.87,1,1
G2018000883,U03,2019,BUS,25.0,0,3.443,0,0,0,0,0,27.057,0,0,50.84,1,1
G2018000884,U07,2020,STEM,24.7,1,2.427,1,1,0,2,1,37.867,0,1,68.54,1,1
G2018000885,U02,2021,HUM,23.2,0,3.377,0,0,1,3,0,26.702,0,0,57.02,1,1
G2018000886,U03,2022,EDU,25.3,1,3.473,0,1,0,0,0,67.805,0,0,75.2,1,0
G2018000887,U07,2021,STEM,24.0,1,3.449,1,1,1,4,1,13.297,0,0,68.49,1,1
G2018000888,U08,2021,HLT,21.9,0,1.986,1,0,0,1,1,14.9,0,0,54.45,0,1
G2018000889,U08,2020,BUS,25.8,1,3.888,0,0,0,3,0,30.421,0,0,78.19,0,1
G2018000890,U01,2021,HLT,23.2,0,2.507,1,0,1,1,1,31.772,0,0,74.99,1,1
G2018000891,U01,2020,STEM,25.8,0,2.789,1,1,0,2,1,24.771,0,1,72.49,1,1
G2018000892,U01,2019,HLT,22.1,0,3.402,1,0,0,3,0,18.616,0,1,74.42,1,1
G2018000893,U08,2018,HUM,24.9,0,3.859,0,0,0,4,0,25.099,0,0,56.35,1,1
G2018000894,U03,2019,STEM,25.2,0,3.925,1,0,0,2,1,23.353,0,1,88.09,1,1
G2018000895,U06,2022,EDU,24.0,1,3.253,0,0,1,1,0,23.645,0,0,56.31,1,1
G2018000896,U05,2018,HUM,23.7,1,3.167,0,0,0,2,0,16.673,0,0,63.25,1,1
G2018000897,U07,2021,STEM,24.4,0,3.063,0,0,0,1,1,22.561,0,0,73.15,1,1
G2018000898,U04,2021,STEM,25.7,0,2.626,1,0,0,1,1,21.754,0,0,60.04,1,1
G2018000899,U02,2022,HUM,22.0,0,2.893,0,0,0,4,0,56.434,0,0,70.11,1,1
G2018000900,U01,2020,STEM,22.9,0,3.945,1,0,0,1,1,50.079,0,1,90.65,1,1
G2018000901,U07,2018,HLT,27.3,0,2.77,1,1,0,2,1,36.742,0,0,65.04,1,0
G2018000902,U06,2021,STEM,28.2,0,3.807,1,1,0,1,1,16.132,0,0,64.42,1,1
G2018000903,U08,2021,STEM,23.9,0,3.127,1,1,0,2,1,72.772,0,0,72.13,1,1
G2018000904,U06,2020,STEM,23.8,1,3.545,1,0,1,1,1,74.901,0,0,79.46,1,1
G2018000905,U06,2021,STEM,26.8,0,2.94,0,0,0,4,1,15.458,0,0,73.6,1,1
G2018000906,U07,2021,STEM,27.0,1,3.031,1,0,0,5,1,6.444,0,1,85.51,1,1
G2018000907,U02,2019,STEM,23.0,1,2.919,0,0,0,2,1,20.476,0,0,61.83,1,1
G2018000908,U03,2019,SOC,25.3,1,2.67,0,0,0,1,0,38.242,0,0,60.87,1,1
G2018000909,U08,2022,BUS,23.3,0,3.078,0,0,1,4,0,14.918,0,0,64.88,1,1
G2018000910,U01,2019,SOC,24.1,0,3.082,0,0,1,3,0,24.581,0,0,55.46,0,0
G2018000911,U01,2022,BUS,24.6,1,3.716,0,1,0,1,0,25.754,0,1,59.01,1,1
G2018000912,U07,2020,HUM,24.8,1,2.689,1,0,0,4,0,39.907,0,1,74.69,1,1
G2018000913,U04,2018,EDU,27.4,1,3.074,0,0,0,3,0,40.755,0,1,71.29,1,1
G2018000914,U03,2020,STEM,21.3,0,3.553,1,1,1,3,1,49.663,0,1,87.15,1,1
G2018000915,U08,2020,HUM,24.3,1,2.466,0,1,1,3,0,39.785,0,0,56.24,1,1
G2018000916,U01,2018,SOC,22.7,0,3.244,0,0,0,5,0,17.489,0,0,66.52,1,1
G2018000917,U06,2020,BUS,21.5,0,3.121,1,0,0,4,0,34.56,0,0,60.63,0,1
G2018000918,U01,2021,SOC,22.3,1,3.767,0,0,0,3,0,41.7,0,0,74.71,1,1
G2018000919,U06,2018,HLT,25.7,0,3.157,0,0,0,2,1,15.755,0,0,70.97,1,1
G2018000920,U04,2022,BUS,24.9,1,3.128,0,0,0,2,0,2.612,0,0,69.79,1,1
G2018000921,U04,2021,SOC,26.5,1,3.513,0,0,0,0,0,4.423,0,0,50.19,1,1
G2018000922,U07,2021,BUS,24.2,0,3.341,0,0,1,4,0,6.222,0,0,69.64,1,1
G2018000923,U03,2018,STEM,23.4,1,3.82,0,1,0,2,1,20.774,0,0,76.93,1,1
G2018000924,U01,2019,HUM,22.9,1,2.838,1,1,1,2,0,50.065,0,1,83.15,1,1
G2018000925,U06,2021,BUS,28.7,0,2.608,0,0,0,2,0,49.68,0,0,56.15,1,1
G2018000926,U05,2019,SOC,24.3,1,2.033,0,0,1,3,0,24.647,0,0,49.53,0,0
G2018000927,U02,2019,EDU,22.8,0,2.988,0,0,1,0,0,67.553,0,0,57.8,1,0
G2018000928,U06,2021,SOC,25.5,0,3.342,0,0,1,4,0,24.841,0,0,68.77,1,1
G2018000929,U01,2018,HLT,21.0,1,3.323,0,1,0,2,1,43.754,0,0,70.54,1,1
G2018000930,U01,2020,BUS,21.0,0,2.279,1,0,0,4,0,13.429,0,1,57.8,1,1
G2018000931,U08,2018,BUS,23.4,1,2.146,1,0,0,3,0,55.442,0,0,67.32,0,1
G2018000932,U01,2020,STEM,21.8,1,3.221,0,0,0,3,0,13.996,0,0,54.27,1,1
G2018000933,U03,2018,SOC,25.2,1,3.356,0,1,0,3,0,11.3,0,0,67.9,1,1
G2018000934,U07,2020,SOC,23.3,1,2.719,1,1,0,4,0,40.913,0,0,66.52,0,0
G2018000935,U05,2022,STEM,27.8,0,2.868,0,0,0,3,0,14.568,0,0,72.16,0,0
G2018000936,U05,2019,SOC,24.6,1,2.944,0,1,0,2,0,43.732,0,1,73.4,1,1
G2018000937,U06,2022,SOC,22.8,1,2.552,1,0,1,3,0,41.28,0,1,80.76,1,1
G2018000938,U06,2020,SOC,25.7,0,2.646,0,0,0,1,0,19.761,0,0,58.76,1,1
G2018000939,U04,2022,SOC,25.1,1,3.144,0,0,0,4,0,31.522,0,0,60.89,1,1
G2018000940,U03,2020,SOC,23.7,0,2.827,1,0,0,2,0,23.466,0,0,52.9,0,0
G2018000941,U03,2021,STEM,24.9,1,3.23,1,0,0,2,1,34.706,0,0,77.93,0,0
G2018000942,U05,2018,STEM,23.5,1,3.086,0,0,1,0,1,51.55,0,0,54.96,1,1
G2018000943,U03,2019,BUS,24.7,1,3.502,0,0,1,0,0,0.195,0,0,67.66,1,1
G2018000944,U08,2019,BUS,22.8,1,3.811,1,0,0,2,0,18.306,0,0,70.97,1,1
G2018000945,U08,2021,HUM,23.8,0,3.423,1,0,0,3,0,6.821,0,0,83.99,0,1
G2018000946,U06,2020,EDU,22.5,0,3.876,0,0,0,1,0,34.53,0,0,67.74,1,1
G2018000947,U02,2018,STEM,24.5,0,2.529,0,1,0,3,1,8.873,0,1,80.47,1,1
G2018000948,U04,2022,SOC,21.8,1,2.294,0,0,1,1,0,27.229,0,0,58.78,1,1
G2018000949,U06,2022,SOC,21.0,0,3.11,0,0,1,0,0,12.225,0,0,65.41,1,0
G2018000950,U03,2018,SOC,25.8,0,3.132,1,0,1,1,0,45.986,0,0,67.09,1,0
G2018000951,U03,2021,STEM,25.1,1,3.17,0,0,0,0,1,34.922,0,0,43.32,1,1
G2018000952,U04,2018,STEM,21.0,1,3.622,0,0,0,1,1,8.212,0,1,70.54,0,1
G2018000953,U05,2020,HUM,25.5,1,3.602,0,0,1,6,0,21.659,0,0,59.11,1,0
G2018000954,U04,2022,HLT,24.2,0,3.477,0,0,1,1,1,45.924,0,0,57.14,1,1
G2018000955,U07,2020,STEM,24.1,0,3.477,1,0,0,1,0,31.732,0,1,79.76,1,1
G2018000956,U02,2018,HUM,21.7,0,3.421,0,0,0,2,0,18.202,0,0,63.82,1,1
G2018000957,U08,2021,SOC,26.5,0,2.751,1,0,1,0,0,61.136,0,0,52.43,1,0
G2018000958,U02,2019,SOC,25.8,1,2.887,1,0,0,2,0,54.196,0,0,65.93,1,1
G2018000959,U05,2020,STEM,25.3,0,3.712,1,0,0,2,1,6.991,0,0,70.02,1,1
G2018000960,U06,2018,HUM,24.9,0,2.476,0,1,0,3,0,30.65,0,0,61.66,0,0
G2018000961,U05,2021,SOC,24.5,1,3.132,1,0,1,5,0,4.678,0,1,86.06,1,1
G2018000962,U01,2022,HUM,23.8,0,3.297,1,0,0,2,0,29.25,0,0,51.9,1,1
G2018000963,U07,2019,BUS,23.9,0,2.778,1,0,0,1,0,15.074,0,1,72.18,1,1
G2018000964,U07,2019,HLT,22.1,1,2.854,1,0,0,2,0,28.729,0,0,62.43,1,1
G2018000965,U02,2018,STEM,25.7,0,3.556,0,0,1,3,0,54.655,0,0,70.91,1,1
G2018000966,U04,2022,STEM,22.1,1,2.91,0,0,0,2,0,14.416,0,0,63.91,1,1
G2018000967,U07,2021,STEM,23.9,1,2.611,0,0,0,1,1,20.441,0,0,54.39,1,1
G2018000968,U04,2018,STEM,24.8,0,3.319,1,0,0,4,0,25.541,0,0,73.23,1,1
G2018000969,U07,2022,HLT,24.5,0,3.09,0,1,1,2,1,44.313,0,0,71.14,1,1
G2018000970,U08,2019,STEM,25.0,0,2.827,0,0,0,2,1,29.967,0,0,67.58,1,1
G2018000971,U08,2018,HUM,25.2,1,2.355,0,0,0,4,0,51.779,0,0,71.98,1,1
G2018000972,U01,2021,SOC,23.6,0,3.276,0,0,0,1,0,15.333,0,0,64.79,1,1
G2018000973,U03,2021,STEM,28.6,1,3.733,0,1,0,2,0,24.422,0,0,68.67,1,1
G2018000974,U08,2018,STEM,25.3,1,2.525,0,0,0,6,1,21.894,0,0,67.94,1,1
G2018000975,U03,2019,BUS,25.9,0,3.786,1,0,1,3,0,33.539,0,1,69.67,1,1
G2018000976,U08,2022,BUS,22.9,1,3.161,0,1,0,5,0,42.304,0,1,78.76,1,0
G2018000977,U01,2019,STEM,23.3,0,3.378,0,0,0,1,1,39.873,0,0,45.41,1,0
G2018000978,U06,2020,SOC,26.3,1,2.65,0,1,0,3,0,29.651,0,1,72.66,1,1
G2018000979,U06,2022,STEM,25.8,0,3.53,0,0,1,3,1,14.853,0,0,67.21,1,0
G2018000980,U04,2018,STEM,21.5,0,2.695,0,0,1,1,1,19.224,0,1,80.96,1,1
G2018000981,U07,2022,HLT,24.8,0,3.416,1,0,1,0,0,13.378,0,1,71.46,1,1
G2018000982,U06,2022,SOC,23.5,0,2.803,0,0,1,2,0,41.298,0,0,68.67,0,1
G2018000983,U01,2022,HUM,24.5,0,3.219,1,0,1,3,0,18.88,0,1,76.49,1,1
G2018000984,U05,2019,HUM,29.0,0,3.541,1,1,0,2,0,24.073,0,1,77.05,1,1
G2018000985,U08,2022,STEM,24.5,1,3.436,0,0,0,4,1,7.38,0,0,84.17,1,1
G2018000986,U01,2018,HUM,25.5,1,3.293,1,1,0,5,0,5.67,0,0,42.33,1,1
G2018000987,U07,2022,HLT,26.5,0,3.189,0,0,1,0,1,50.39,0,0,65.02,1,1
G2018000988,U01,2018,SOC,23.8,1,2.407,1,0,0,3,0,43.406,0,0,71.55,0,0
G2018000989,U07,2018,BUS,22.5,0,3.277,0,0,1,4,0,13.845,0,0,56.39,1,1
G2018000990,U06,2021,HLT,21.0,0,3.12,1,0,0,4,1,50.716,0,0,79.76,1,1
G2018000991,U02,2020,STEM,23.2,1,2.595,0,1,0,0,0,35.248,0,0,45.31,1,1
G2018000992,U06,2019,SOC,24.6,1,3.084,0,1,0,3,0,15.619,0,0,59.79,0,0
G2018000993,U05,2019,STEM,25.5,0,3.264,0,0,0,4,1,46.467,0,0,78.84,1,1
G2018000994,U07,2021,EDU,23.3,1,2.372,0,0,1,0,0,45.167,0,0,51.15,0,0
G2018000995,U02,2018,HLT,23.2,1,2.905,0,0,0,4,0,10.562,0,1,72.86,1,1
G2018000996,U02,2020,BUS,23.1,0,2.86,0,0,1,3,0,31.232,0,0,55.19,1,0
G2018000997,U06,2022,SOC,26.9,0,3.001,1,0,0,1,0,19.501,0,1,71.55,1,1
G2018000998,U01,2021,SOC,25.0,1,3.251,1,1,0,3,0,24.153,0,0,60.18,1,1
G2018000999,U06,2022,HLT,21.5,1,3.096,1,0,1,1,1,11.481,0,0,81.91,1,0
G2018001000,U01,2021,BUS,22.8,1,2.818,0,0,1,4,0,19.697,0,0,53.72,1,0
G2018001001,U02,2018,HLT,24.4,1,2.571,1,0,0,2,1,27.075,0,0,46.12,1,1
G2018001002,U02,2018,STEM,22.8,1,3.114,0,0,1,1,1,32.022,0,0,60.63,0,1
G2018001003,U08,2019,BUS,23.9,1,3.342,0,0,0,5,0,11.828,0,0,53.78,1,0
G2018001004,U05,2022,STEM,23.6,1,3.381,0,1,1,1,1,6.576,0,0,54.41,1,1
G2018001005,U01,2018,SOC,26.0,0,3.655,0,0,0,1,0,5.848,0,0,49.8,1,0
G2018001006,U04,2022,SOC,24.0,0,3.098,0,0,1,0,0,24.047,0,0,49.83,1,0
G2018001007,U02,2021,BUS,22.3,0,3.029,0,0,0,2,0,19.993,0,0,51.64,0,0
G2018001008,U05,2019,STEM,23.4,0,3.066,0,1,1,0,0,23.984,0,0,74.73,1,1
G2018001009,U02,2021,HUM,22.9,0,2.402,0,0,0,2,0,36.317,0,0,50.89,1,0
G2018001010,U08,2020,BUS,21.8,1,2.061,0,0,1,3,0,31.956,0,0,50.81,0,1
G2018001011,U01,2019,SOC,26.0,0,3.75,0,0,0,5,0,25.723,0,0,77.41,1,1
G2018001012,U03,2018,HLT,24.2,1,2.614,0,0,0,3,1,12.456,0,1,60.19,1,1
G2018001013,U07,2020,STEM,24.2,1,3.425,0,0,0,1,0,14.93,0,0,56.75,1,1
G2018001014,U01,2020,BUS,21.0,1,2.89,1,0,1,1,0,3.944,0,1,69.9,1,1
G2018001015,U01,2022,BUS,22.2,1,2.873,0,1,1,2,0,36.71,0,0,57.84,1,0
G2018001016,U02,2021,SOC,22.1,0,3.016,1,1,1,0,0,34.086,0,1,56.68,1,1
G2018001017,U02,2020,SOC,26.5,0,3.381,1,0,0,2,0,21.301,0,0,62.17,1,0
G2018001018,U02,2022,HLT,22.4,1,3.617,0,0,0,1,0,16.494,0,0,73.25,0,0
G2018001019,U07,2021,HLT,24.4,0,2.659,0,0,0,2,0,21.311,0,0,58.91,1,1
G2018001020,U04,2022,HLT,28.4,0,2.963,0,0,0,1,0,31.64,0,0,61.41,1,1
G2018001021,U02,2021,BUS,21.6,0,2.947,1,0,1,3,0,6.075,0,1,79.96,1,1
G2018001022,U03,2020,HUM,27.0,0,2.877,0,0,0,6,0,32.024,0,0,73.96,1,0
G2018001023,U04,2021,BUS,23.5,1,3.578,0,1,0,1,0,43.829,0,1,86.77,1,1
G2018001024,U06,2019,STEM,24.8,1,2.647,0,0,0,0,0,23.034,0,0,73.75,1,1
G2018001025,U06,2018,STEM,23.0,0,2.975,0,1,1,2,1,57.267,0,1,85.75,1,1
G2018001026,U05,2021,EDU,24.6,0,3.106,0,1,1,4,0,12.882,0,1,74.88,1,1
G2018001027,U01,2022,SOC,23.6,1,2.83,1,0,0,2,0,6.496,0,0,54.63,0,0
G2018001028,U05,2021,STEM,24.2,1,3.242,0,0,0,1,1,7.156,0,0,76.96,1,1
G2018001029,U07,2020,STEM,25.8,0,2.777,0,1,0,1,1,25.673,0,0,61.43,1,1
G2018001030,U08,2021,HLT,23.3,0,3.41,1,0,0,1,1,19.682,0,0,86.01,1,1
G2018001031,U07,2018,HUM,26.3,0,3.571,1,1,1,1,0,19.795,0,0,67.18,1,0
G2018001032,U05,2018,BUS,28.9,1,3.532,1,0,0,4,0,24.458,0,0,69.72,1,1
G2018001033,U02,2020,EDU,24.9,0,3.738,0,0,0,2,0,7.229,0,0,74.07,1,1
G2018001034,U07,2019,STEM,25.1,1,3.019,0,1,0,0,1,28.258,0,0,72.8,0,1
G2018001035,U06,2019,STEM,21.2,0,3.331,0,0,1,2,0,44.189,0,0,68.24,1,1
G2018001036,U04,2019,SOC,26.1,0,3.236,1,0,1,3,0,37.826,0,1,65.7,1,1
G2018001037,U07,2022,STEM,23.7,0,3.553,1,0,0,2,0,24.992,0,1,71.61,1,0
G2018001038,U01,2020,HLT,23.2,0,2.872,0,0,0,5,1,35.76,0,1,71.45,1,1
G2018001039,U08,2020,STEM,24.3,1,2.299,1,0,0,2,1,24.298,0,0,57.44,1,1
G2018001040,U03,2018,STEM,26.0,0,3.125,0,1,0,6,1,27.64,0,0,66.42,1,1
G2018001041,U08,2022,HUM,27.5,0,3.21,0,0,0,1,0,32.843,0,0,58.45,1,1
G2018001042,U08,2021,STEM,24.4,0,3.859,0,0,0,1,1,0.1,0,0,69.82,1,1
G2018001043,U05,2021,HUM,23.8,1,2.979,0,0,0,4,0,49.094,0,0,67.05,0,1
G2018001044,U04,2021,STEM,25.3,0,3.454,0,0,0,2,1,11.079,0,0,69.39,1,0
G2018001045,U01,2020,BUS,22.8,1,3.734,1,0,0,2,0,0.1,0,0,66.14,1,0
G2018001046,U06,2022,EDU,24.7,1,3.418,0,0,0,3,0,0.1,0,0,54.12,1,1
G2018001047,U04,2020,BUS,24.0,1,3.684,1,0,0,1,0,10.304,0,0,66.7,1,1
G2018001048,U03,2020,SOC,25.0,0,2.565,0,1,0,4,0,58.857,0,0,74.9,0,0
G2018001049,U08,2021,BUS,23.3,0,3.675,0,0,0,4,0,52.312,0,1,67.12,1,1
G2018001050,U01,2019,STEM,25.8,1,3.136,0,0,0,2,0,42.478,0,0,60.49,1,1
G2018001051,U05,2020,BUS,23.3,1,2.696,0,0,1,3,0,41.284,0,0,69.71,1,1
G2018001052,U01,2021,STEM,27.7,0,3.816,1,0,0,1,1,21.165,0,0,66.69,1,1
G2018001053,U06,2018,SOC,22.6,0,3.005,0,0,0,1,0,35.987,0,0,64.05,1,1
G2018001054,U08,2022,BUS,24.5,0,3.539,1,0,1,0,0,62.667,0,1,80.54,1,1
G2018001055,U01,2019,STEM,26.2,0,3.148,1,0,0,3,0,12.643,0,1,61.31,1,1
G2018001056,U01,2020,BUS,25.5,0,2.849,0,0,0,4,0,24.123,0,0,63.05,0,1
G2018001057,U02,2022,SOC,22.8,0,2.618,0,0,0,2,0,15.023,0,0,53.96,0,0
G2018001058,U02,2020,BUS,23.6,1,2.765,0,0,0,2,0,50.343,0,0,56.0,0,1
G2018001059,U08,2021,BUS,26.0,0,3.532,1,0,0,1,0,17.735,0,0,62.48,1,1
G2018001060,U04,2019,EDU,23.4,1,3.174,0,0,0,2,0,7.322,0,0,62.5,0,1
G2018001061,U04,2019,HUM,25.3,0,2.945,0,0,1,1,0,31.043,0,0,56.37,1,0
G2018001062,U04,2021,STEM,24.7,1,3.095,0,0,0,3,0,48.526,0,1,68.1,1,0
G2018001063,U03,2018,BUS,25.0,0,2.18,0,1,0,1,0,30.29,0,1,80.41,0,0
G2018001064,U04,2021,HUM,26.0,0,3.584,0,0,1,5,0,13.923,0,1,77.35,1,1
G2018001065,U02,2021,HLT,25.6,0,2.595,0,0,1,3,1,24.156,0,0,66.79,1,1
